鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
桃園區,房地(土地+建物)+車位,桃園市桃園區樹仁一街１７６號六樓,25.33,1140219,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820705,127.73,3,2,2,有,有,7200000,56369,坡道平面,0,0,RPWNMLPLKHKGFAH68DA,73.37,0.63,7.91,有
中壢區,房地(土地+建物),桃園市中壢區環西路二段３００巷６之１０號三樓,4.87,1140202,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000628,59.92,1,1,1,有,有,6250000,104306,,0,0,RPTUMLQJKHKGFBH09DA,35.04,3.28,2.72,有
中壢區,房地(土地+建物),桃園市中壢區元化路１５３之２號,16,1140211,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0591020,63.42,3,2,1,有,無,3140000,49511,,0,0,RPWNMLLKKHKGFBH28DA,63.42,0,0,無
中壢區,房地(土地+建物)+車位,桃園市中壢區華美一路１３３號十一樓,9.9,1140214,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950123,107.3,2,1,1,有,有,5900000,54986,坡道平面,0,0,RPPRMLKLKHKGFBH97DA,48.18,0,11.32,有
楊梅區,房地(土地+建物),桃園市楊梅區快速路五段８２５巷１９弄１４號,66.2,1140211,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830509,185.89,4,2,2,有,無,8380000,45080,,0,0,RPVNMLRKKHKGFDH98DA,176.62,5.91,3.36,無
平鎮區,房地(土地+建物),桃園市平鎮區大智街８號,118.67,1140207,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0941223,223.65,5,3,3,有,無,21500000,96132,,0,0,RPPNMLSJKHKGFGH68DA,210.61,3.59,9.45,無
平鎮區,房地(土地+建物),桃園市平鎮區延平路三段６３巷６號二樓,20.87,1140207,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720830,70.26,3,2,2,有,無,2840000,40421,,0,0,RPVNMLSKKHKGFGH76DA,64.57,0,5.69,無
觀音區,房地(土地+建物),桃園市觀音區福壽街２７８號,6.02,1140218,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,1050720,47.49,0,0,0,無,有,4380000,92230,,0,0,RPQNMLRLKHKGFBH48EA,17.45,0,0,有
蘆竹區,房地(土地+建物),桃園市蘆竹區中正路１０９巷１弄２３號,30.39,1140210,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0641004,49.32,4,1,4,有,無,6000000,121655,,0,0,RPRNMLPLKHKGFEH68EA,49.32,0,0,無
龜山區,房地(土地+建物),桃園市龜山區大同路２３６巷４８號三樓之１,7.48,1140207,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941224,33.5,1,0,1,有,有,2340000,69851,,0,0,RPSNMLPLKHKGFHH09EA,16.59,1.96,1.6,有
龜山區,房地(土地+建物),桃園市龜山區大同路２３６巷４８號三樓之３,6.33,1140207,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941224,28.83,1,0,1,有,有,2240000,77697,,0,0,RPTNMLPLKHKGFHH56EA,14.74,0.73,1.6,有
桃園區,房地(土地+建物),桃園市桃園區經國路２８０號十二樓之４,5.2,1140215,土地1建物1車位0,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870402,70.95,2,2,1,有,有,6300000,88795,,0,0,RPXPMLRKKHKGFAH09DA,46.95,0,7.83,有
中壢區,房地(土地+建物),桃園市中壢區大仁一街２３號五樓之３,9.51,1140210,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840802,49.43,2,2,2,有,無,4220000,85373,,0,0,RPUSMLPLKHKGFBH09DA,31.76,1.7,3.77,有
楊梅區,房地(土地+建物),桃園市楊梅區雅典一路９７號,270.2,1140203,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1131017,244.07,5,2,3,有,有,17600000,72110,,0,0,RPSOMLOKKHKGFDH48DA,219.03,0,25.04,無
楊梅區,房地(土地+建物),桃園市楊梅區民有路一段３３巷３號,132.48,1140203,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,0681106,97.73,6,2,3,有,無,2500000,25581,,0,0,RPTNMLLLKHKGFDH28DA,97.73,0,0,無
新屋區,房地(土地+建物),桃園市新屋區新洲五街２９號,130.52,1140207,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1130306,275.66,4,3,3,有,無,30180000,109483,,0,0,RPPOMLQLKHKGFDH48DA,251.11,0,24.55,有
八德區,房地(土地+建物)+車位,桃園市八德區富榮街３６巷４７號二樓之５,31.09,1140214,土地2建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130403,181.28,3,2,2,有,有,12500000,68954,坡道平面,62.78,0,RPQNMLQLKHKGFFH68DA,72.05,0,6.94,有
平鎮區,房地(土地+建物)+車位,桃園市平鎮區明德北路４５號十三樓,13.99,1140214,土地1建物2車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840314,255.14,3,2,1,有,有,13000000,50952,坡道平面,0,0,RPWNMLRKKHKGFGH76DA,85,70.67,13.14,有
龜山區,房地(土地+建物),桃園市龜山區金山街２號二樓,22.16,1140204,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750110,101.43,3,2,2,有,無,2500000,24648,,0,0,RPWNMLOLKHKGFHH66DA,91.62,0,9.81,無
