鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
美濃區,房地(土地+建物),高雄市美濃區民權路３之２１號,120.15,1130920,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130716,178.66,4,2,5,有,無,9500000,53174,,0,0,RPQNMLRJKIJGFKE78DA,171.41,0,7.25,無
美濃區,房地(土地+建物),高雄市美濃區民權路３之２５號,229.01,1130920,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130716,227.2,4,2,5,有,無,12000000,52817,,0,0,RPRNMLRJKIJGFKE88DA,219.95,0,7.25,有
美濃區,房地(土地+建物),高雄市美濃區民權路３之６號,117.11,1130920,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130716,178.57,4,2,5,有,無,9100000,50960,,0,0,RPPNMLSJKIJGFKE78DA,171.32,0,7.25,無
美濃區,房地(土地+建物),高雄市美濃區民權路３之８號,117.06,1130920,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130716,178.57,4,2,5,有,無,9200000,51520,,0,0,RPRNMLSJKIJGFKE98DA,171.32,0,7.25,無
美濃區,房地(土地+建物),高雄市美濃區民權路３之１８號,122.39,1130920,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130716,178.66,4,2,5,有,無,10000000,55972,,0,0,RPTNMLSJKIJGFKE56DA,171.41,0,7.25,無
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕興路３７巷３１弄３號,28.04,1130903,土地1建物1車位1,一層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土,1101230,136.12,0,0,0,無,有,24700000,181458,坡道平面,32.26,0,RPUNMLPKIIJGFAE87DA,76.77,0,0,有
前金區,房地(土地+建物)+車位,高雄市前金區中正四路２３５號九樓之８,11.39,1130929,土地1建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0781222,169.12,0,0,0,無,有,9500000,56173,坡道平面,0,0,RPVNMLOLKIJGFAE18DA,119.91,0,0,有
前鎮區,房地(土地+建物)+車位,高雄市前鎮區一心二路１９５號十二樓,6.24,1130930,土地1建物1車位1,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130902,108.09,2,1,1,有,有,9580000,89260,坡道平面,23.17,2000000,RPXQMLLKJIJGFCE38DA,51.17,0,3.35,有
前鎮區,房地(土地+建物),高雄市前鎮區一心二路１８３號十八樓,4.27,1130927,土地1建物1車位0,十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130902,84.46,2,1,2,有,有,11380000,134738,,0,0,RPRNMLNLKIJGFCE87DA,50.77,0,3.29,有
三民區,房地(土地+建物)+車位,高雄市三民區同盟一路９３號二樓之７,9.56,1130914,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1111013,73.68,2,1,1,有,有,9600000,130293,坡道機械,6.63,0,RPPOMLKMKIJGFDE67DA,37.88,0,4.64,有
左營區,房地(土地+建物)+車位,高雄市左營區南屏路２６６之１號十一樓,23.75,1130922,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1030711,189.96,3,2,2,有,有,22400000,117920,坡道平面,22.99,0,RPQOMLNLRHJGFEE68DA,91.86,1.95,10.12,有
左營區,房地(土地+建物)+車位,高雄市左營區文自路３８７巷３３號七樓,21.84,1130925,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830228,125.26,3,2,2,有,有,9160000,73128,坡道平面,0,0,RPSPMLPLRHJGFEE56DA,73.73,1.26,9.81,有
左營區,房地(土地+建物),高雄市左營區文慈路１６２號,74.17,1130930,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,0840120,284.29,7,1,7,有,無,19000000,66833,,0,0,RPUPMLNJKIJGFEE38DA,237.64,28.42,18.23,無
楠梓區,房地(土地+建物),高雄市楠梓區旗楠路長安巷３０弄３號六樓,15.15,1130901,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821115,104.02,3,2,2,有,有,6550000,62969,,0,0,RPTNMLLKKIJGFEE97DA,73.51,2,7.57,有
楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路２６６之１號二樓,7.06,1130921,土地1建物1車位1,二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131108,145.19,3,2,2,有,有,13580000,91116,坡道平面,8.77,1150000,RPVNMLPKKIJGFEE58DA,74.39,5.18,9.55,有
楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路２６０號十一樓,6.88,1130915,土地1建物1車位1,十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131108,149.13,3,2,2,有,有,14950000,96535,坡道平面,15.81,2080000,RPRNMLTKKIJGFEE58DA,75.48,1.99,9.7,有
楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路２６２號二十六樓,5.65,1130928,土地1建物1車位1,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131108,117.44,3,2,2,有,有,12630000,107205,坡道機械,8.77,980000,RPSNMLTKKIJGFEE68DA,59.04,3.86,8.1,有
大寮區,房地(土地+建物),高雄市大寮區鳳林一路１之７號,71.27,1130922,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0691014,85.08,4,2,3,有,無,7500000,88152,,0,0,RPUNMLKMKIJGFLE88DA,85.08,0,0,無
前金區,房地(土地+建物)+車位,高雄市前金區成功一路５５１巷５號三樓之１,18.39,1130927,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1120419,100.57,0,0,0,無,有,9700000,96450,升降機械,0,0,RPVNMLRLRHJGFAE09DA,53.19,0,6.2,有
苓雅區,房地(土地+建物)+車位,高雄市苓雅區光華一路３０１號八樓,10.73,1130924,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130130,176.51,4,2,2,有,有,25000000,144969,坡道平面,20.27,2350000,RPQNMLKMKIJGFBE47DA,90.87,0,9.99,有
三民區,房地(土地+建物)+車位,高雄市三民區建工路６１２號九樓之１,9.7,1130905,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130112,97.03,2,1,2,有,有,12950000,133464,升降機械,7.29,0,RPXOMLPKIIJGFDE58DA,51.73,0,6.85,有
三民區,房地(土地+建物),高雄市三民區立忠路９５巷４之３號,30.72,1130919,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690807,87.08,3,2,3,有,無,5500000,63160,,0,0,RPWNMLKMIIJGFDE08DA,87.08,0,0,無
左營區,房地(土地+建物)+車位,高雄市左營區博愛二路２８２號十四樓,37.13,1130920,土地1建物1車位2,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1070514,449.56,4,2,4,有,有,56500000,121356,坡道平面,40.02,6800000,RPROMLRLKIJGFEE58DA,230.82,11.34,26.12,有
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路１１３０巷１７１號七樓,21.87,1130922,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110530,160.58,3,2,2,有,有,15500000,96525,坡道平面,17.99,0,RPWNMLLMKIJGFFE58DA,78.43,0,14.42,有
鳥松區,房地(土地+建物)+車位,高雄市鳥松區澄新一街５８巷３弄１３號五樓,31.82,1130927,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1130709,104.95,2,2,2,有,有,10220000,105871,一樓平面,23.53,1600000,RPWNMLMKJIJGFIE68DA,50.93,0,7.13,有
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路１１４５號十樓,12.74,1130911,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830629,174.6,4,2,2,有,有,15600000,89347,坡道平面,0,0,RPVOMLMLIIJGFAE87DA,106.37,1.29,13.33,有
前金區,房地(土地+建物),高雄市前金區仁智街２６５號,64,1130926,土地2建物1車位0,全,三層,透天厝,,加強磚造,0610516,163.91,0,0,0,無,無,24580000,149960,,0,0,RPTNMLNLKIJGFAE87DA,163.91,0,0,無
