鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
三重區,房地(土地+建物)+車位,新北市三重區三賢街９７號十三樓,27.43,住,,,1101121,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,162.6,3,2,2,有,有,24680000,177057,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPQSMLSLPHKGFGF17DA,73.7,0,8.4,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９９號七樓,20.17,住,,,1101117,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.63,2,2,1,有,有,17600000,167954,坡道平面,33.45,1950000,預售屋、或土地及建物分件登記案件；,RPRSMLSLPHKGFGF27DA,56.56,0,4.04,有,
三重區,房地(土地+建物),新北市三重區三賢街９９號二樓,20.17,住,,,1101113,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,93.18,2,2,1,有,有,14900000,159906,,0,0,預售屋、或土地及建物分件登記案件；,RPSSMLSLPHKGFGF37DA,56.56,0,4.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９７號十二樓,27.43,住,,,1101114,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,162.6,3,2,2,有,有,24550000,176028,坡道平面,36.2,2300000,預售屋、或土地及建物分件登記案件；,RPTSMLSLPHKGFGF47DA,73.7,0,8.4,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９９號四樓,20.17,住,,,1101120,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,126.63,2,2,1,有,有,17150000,163125,坡道平面,33.45,1950000,預售屋、或土地及建物分件登記案件；,RPVSMLSLPHKGFGF67DA,56.56,0,4.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９７號八樓,27.43,住,,,1101120,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,162.6,3,2,2,有,有,23950000,172073,坡道平面,36.2,2200000,預售屋、或土地及建物分件登記案件；,RPWSMLSLPHKGFGF77DA,73.7,0,8.4,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９９號五樓,20.17,住,,,1101126,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,129.38,2,2,1,有,有,17480000,165057,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPXSMLSLPHKGFGF87DA,56.56,0,4.04,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９５號九樓,23.4,住,,,1101116,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,21890000,183649,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPPTMLSLPHKGFGF17DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９５號十樓,23.4,住,,,1101116,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,21590000,179937,坡道平面,36.2,2200000,預售屋、或土地及建物分件登記案件；,RPQTMLSLPHKGFGF27DA,61.45,0,8.51,有,
三重區,房地(土地+建物)+車位,新北市三重區三賢街９５號六樓,23.4,住,,,1101125,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140522,143.96,3,2,2,有,有,21100000,176318,坡道平面,36.2,2100000,預售屋、或土地及建物分件登記案件；,RPRTMLSLPHKGFGF37DA,61.45,0,8.51,有,
