物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
朗朗台大挑高店面,台北市大安區新生南路三段 朗朗台大,店面,1.1年,建坪40.15,--房(室)1廳1衛,1/12樓,"6,488 萬"
宏普管理精美小宅,台北市大安區建國南路一段 宏普PARK,套房,7.4年,建坪24.15,1房(室)1廳1衛(含加蓋1房(室)--廳0.5衛),13/14樓,"2,600 萬"
採光邊間黃金三樓,台北市信義區吳興街,公寓,45.6年,建坪30.65,3房(室)2廳1.5衛(含加蓋--房(室)--廳0.5衛),3/5樓,"1,880 萬"
璞真鋼骨裝潢美宅,台北市信義區永吉路 璞真永吉,住宅大樓,2.8年,建坪74.18,2房(室)2廳2衛,5/21樓,"7,688 萬"
高第後棟靜巷高樓,台北市信義區永吉路 101高第,住宅大樓,18.3年,建坪32.48,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),8/14樓,"2,880 萬"
石牌學區裝潢美寓,台北市北投區尊賢街,公寓,40.8年,建坪35.96,3房(室)2廳2衛,5/5樓,"2,280 萬"
低總價電梯三房,台北市大同區環河北路二段,住宅大樓,49.7年,建坪17.37,3房(室)2廳1衛,2/4樓,"1,880 萬"
基泰高樓美妝兩房,台北市信義區基隆路二段 基泰國際,住宅大樓,15.1年,建坪51.31,2房(室)2廳1.5衛,10/15樓,"4,798 萬"
中正綠境電梯四房,台北市中正區和平西路一段 陸陸大廈,華廈,47.8年,建坪37.35,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),2/8樓,"3,250 萬"
面綠意電梯四房車,台北市內湖區康樂街,華廈,33.8年,建坪68.59,4房(室)2廳2衛,5/6樓,"3,450 萬"
帝王山景管理兩房,台北市松山區南京東路五段 崇偉大樓,住宅大樓,42.9年,建坪25.04,2房(室)2廳1衛,16/16樓,"2,388 萬"
紀念館電梯美景,台北市信義區光復南路 上漢晨園,華廈,41.9年,建坪36.00,2房(室)2廳1.5衛,2/7樓,"3,938 萬"
松山站電梯大空間,台北市信義區虎林街,華廈,44.7年,建坪50.76,3房(室)2廳2衛,4/7樓,"3,780 萬"
正面公園精品宅,台北市中山區吉林路 沐光,華廈,11.5年,建坪36.98,2房(室)2廳2衛(含加蓋1房(室)--廳1衛),5/7樓,"5,088 萬"
正面公園精品宅,台北市中山區吉林路 沐光,華廈,11.5年,建坪36.98,2房(室)2廳2衛(含加蓋1房(室)--廳1衛),5/7樓,"5,088 萬"
捷運附小電梯首選,台北市中正區羅斯福路一段 金南門商業大樓,住宅大樓,42.8年,建坪13.21,--房(室)1廳1衛,6/12樓,"1,685 萬"
興安收納超值3房,台北市中山區遼寧街 興安國宅-南區,住宅大樓,39.3年,建坪29.64,3房(室)2廳1衛,4/15樓,"3,180 萬"
圓山凡登時尚典雅,台北市士林區劍潭路 圓山凡登,住宅大樓,16.8年,建坪52.01,3房(室)2廳2衛,3/14樓,"4,588 萬"
邊間三房美寓,台北市士林區華齡街,公寓,51.9年,建坪29.72,3房(室)2廳1衛,3/4樓,"1,960 萬"
大樹庭園隱逸一樓,台北市士林區中山北路七段 韓舍,華廈,38.0年,建坪61.94,2房(室)2廳2.5衛(含加蓋--房(室)--廳0.5衛),1/7樓,"3,880 萬"
理想捷運兩房美妝,台北市大同區南京西路 南京理想大樓,住宅大樓,46.9年,建坪20.01,2房(室)2廳1衛,9/14樓,"1,880 萬"
文湖清隱四樓居,台北市內湖區文湖街,公寓,40.7年,建坪37.05,3房(室)2廳2衛,4/4樓,"2,180 萬"
士東路邊間大庭院,台北市士林區士東路,公寓,47.2年,建坪30.04,3房(室)2廳1衛,1/5樓,"3,580 萬"
薇閣挑高公園景觀,台北市北投區溫泉路 福岡,辦公商業大樓,27.0年,建坪26.79,2房(室)2廳1衛(含加蓋2房(室)--廳--衛),7/9樓,"1,350 萬"
萬隆學區首選華夏,台北市文山區羅斯福路六段 羅斯福商業廣場,華廈,35.4年,建坪39.25,3房(室)2廳2衛,5/7樓,"2,850 萬"
麗山邊間公寓車位,台北市內湖區內湖路一段,公寓,42.2年,建坪38.90,3房(室)2廳2衛,4/5樓,"2,680 萬"
美日獨立車庫1樓,台北市士林區中山北路六段,公寓,47.3年,建坪28.42,4房(室)2廳2衛,1/5樓,"3,380 萬"
地上權精美三房,台北市大安區基隆路三段,公寓,#NAME?,建坪26.11,3房(室)1廳1衛(含加蓋3房(室)1廳1衛),1/4樓,588 萬
大安大樓A級辦公,台北市大安區復興南路一段 大安大樓,辦公商業大樓,39.6年,建坪86.66,--房(室)1廳--衛,7/16樓,"10,800 萬"
公園景觀美妝住辦,台北市中正區新生南路一段,公寓,42.2年,建坪45.45,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),B1~1/5樓,"5,800 萬"
新世界高樓專營,台北市信義區松勤街 新世界(松勤玖號),住宅大樓,17.8年,建坪19.94,1房(室)1廳1衛(含加蓋--房(室)--廳0.5衛),16/19樓,"2,698 萬"
萬隆邊間金店面,台北市文山區羅斯福路五段,店面,45.0年,建坪45.87,2房(室)2廳2衛,B1~1/5樓,"3,680 萬"
信義安和頂家花園,台北市大安區信義路四段 杜邦雲漢,華廈,47.2年,建坪48.32,3房(室)3廳4衛(含加蓋1房(室)1廳1衛),7/7樓,"4,988 萬"
敦南邊間管理三房,台北市大安區基隆路二段 芸廬,住宅大樓,32.6年,建坪50.21,3房(室)2廳2衛,1/12樓,"4,580 萬"
萬芳捷運首選三房,台北市文山區興隆路三段,公寓,43.6年,建坪34.66,3房(室)2廳2衛,5/5樓,"1,298 萬"
國美高樓精緻辦公,台北市內湖區瑞光路 國美時代廣場,廠辦,22.4年,建坪277.61,12房(室)1廳--衛(含加蓋1房(室)--廳--衛),7/10樓,"18,800 萬"
公園旁三角窗店面,台北市南港區研究院路二段,店面,44.2年,建坪26.33,--房(室)3廳1衛(含加蓋--房(室)1廳--衛),1/5樓,"2,588 萬"
中正首購黃金三樓,台北市中正區泉州街,公寓,37.1年,建坪34.10,3房(室)2廳2衛,3/5樓,"1,980 萬"
岳泰峰範山景美邸,台北市文山區車前路 岳泰峰範,住宅大樓,10.4年,建坪96.40,3房(室)2廳3衛,13/33樓,"7,798 萬"
近捷運收租透天,台北市萬華區隆昌街,透天厝,60.0年,建坪22.11,4房(室)--廳4衛,1/1樓,"2,350 萬"
大同公園靜巷一樓,台北市大同區延平北路三段,公寓,48.5年,建坪22.19,2房(室)2廳1.5衛(含加蓋--房(室)1廳0.5衛),1/4樓,"1,950 萬"
巨蛋捷運邊間頂佳,台北市松山區寧安街,公寓,49.6年,建坪42.01,6房(室)4廳4衛(含加蓋3房(室)2廳2衛),4/4樓,"3,680 萬"
恆光三房河景平車,台北市文山區恆光街 松園,公寓,35.5年,建坪52.02,3房(室)2廳2衛,5/5樓,"2,500 萬"
昆陽稀有電梯小品,台北市南港區東新街,辦公商業大樓,23.1年,建坪15.54,--房(室)1廳1衛,B1/12樓,"1,200 萬"
都柏林電梯小品,台北市南港區東新街,辦公商業大樓,23.1年,建坪23.37,1房(室)1廳1衛,B1/12樓,"1,998 萬"
都柏林電梯小品,台北市南港區東新街,辦公商業大樓,23.1年,建坪23.37,1房(室)1廳1衛,B1/12樓,"1,998 萬"
重北低總首選小宅,台北市大同區重慶北路三段 萬世亨通大樓,套房,29.0年,建坪8.20,1房(室)--廳1衛,4/8樓,790 萬
敦化捷運大空間,台北市大安區市民大道四段 新第大廈,華廈,38.2年,建坪23.21,1房(室)3廳2衛(含加蓋1房(室)1廳1衛),7/7樓,"3,580 萬"
榮耀典雅四房車位,台北市內湖區星雲街 榮耀世紀,住宅大樓,20.8年,建坪55.37,4房(室)2廳2衛,5/14樓,"6,068 萬"
木新首購邊間二房,台北市文山區木新路二段,公寓,47.8年,建坪21.97,2房(室)2廳1衛,5/5樓,"1,390 萬"
民權裝潢高樓美景,台北市內湖區民權東路六段 城市光點,住宅大樓,18.0年,建坪51.18,3房(室)2廳2衛,10~11/11樓,"4,388 萬"
捷運邊間景觀,台北市北投區立農街一段,其他,41.3年,建坪31.68,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),5/5樓,"2,368 萬"
綠意公寓二樓,台北市北投區中和街,公寓,46.4年,建坪32.10,3房(室)2廳2衛,2/5樓,"1,500 萬"
101朝南三房,台北市信義區基隆路一段 忠駝國宅,住宅大樓,42.1年,建坪36.08,3房(室)2廳2衛,3/12樓,"3,580 萬"
天璽美裝稀有釋出,台北市士林區天母北路 天璽,華廈,14.7年,建坪75.33,2房(室)2廳2衛,3/7樓,"6,380 萬"
友座臻璽正面公園,台北市大安區和平東路三段 友座臻璽,住宅大樓,8.0年,建坪54.01,2房(室)2廳2衛,4/14樓,"5,980 萬"
大安方正四房電梯,台北市大安區安居街,華廈,42.1年,建坪43.68,4房(室)2廳2衛,2/7樓,"3,580 萬"
中正森境光邸,台北市萬華區萬大路 中正新城,住宅大樓,43.0年,建坪30.38,3房(室)2廳1衛,8/12樓,"2,080 萬"
仁愛國館桓邦翠亨,台北市大安區仁愛路四段 桓邦翠亨,住宅大樓,12.9年,建坪133.24,3房(室)2廳4衛,2/13樓,"14,998 萬"
中山綠蔭置產小宅,台北市中山區林森北路 鳳鳴大樓,住宅大樓,50.9年,建坪9.72,1房(室)1廳1衛,4/11樓,790 萬
天水路商三大透天,台北市大同區天水路,透天厝,57.9年,建坪137.64,2房(室)4廳4衛,1~4/4樓,"14,000 萬"
元利豪邸氣派裝潢,台北市中山區南京東路三段 圓頂世紀館,住宅大樓,21.5年,建坪93.79,4房(室)2廳3衛,13/14樓,"12,800 萬"
東煒典雅三房車位,台北市南港區研究院路二段 東煒富寓,華廈,12.2年,建坪57.04,3房(室)2廳2衛,3/5樓,"3,799 萬"
捷運公園獨戶電梯,台北市中山區龍江路,華廈,49.3年,建坪51.61,4房(室)2廳2衛(含加蓋--房(室)1廳--衛),4/7樓,"4,568 萬"
基泰高樓朝南大戶,台北市中山區長春路 基泰高更,辦公商業大樓,27.8年,建坪67.85,5房(室)2廳4衛(含加蓋3房(室)--廳2衛),10/10樓,"6,380 萬"
AIT三角窗金店,台北市內湖區金湖路,店面,43.8年,建坪29.07,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),1/5樓,"4,300 萬"
興安國宅高樓首選,台北市松山區復興北路 興安國宅-東區,住宅大樓,40.4年,建坪31.44,5房(室)1廳3衛,8/14樓,"3,150 萬"
新生金華星空美寓,台北市大安區新生南路一段,公寓,55.6年,建坪34.27,5房(室)3廳3衛(含加蓋2房(室)1廳1衛),4/4樓,"3,388 萬"
民生邊間面寬店面,台北市松山區民生東路三段 凡爾賽,店面,41.3年,建坪40.15,--房(室)2廳2衛,1/12樓,"8,800 萬"
東門置產邊間一樓,台北市大安區信義路二段,公寓,55.5年,建坪26.51,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1/4樓,"5,850 萬"
免大整理質感二樓,台北市文山區育英街,公寓,57.3年,建坪29.74,3房(室)2廳1衛,2/4樓,"2,280 萬"
景美夜市收租店面,台北市文山區景美街,店面,30.0年,建坪28.13,--房(室)1廳--衛,1/11樓,"3,490 萬"
首購森林邊間三房,台北市文山區福興路 敦南大地,華廈,25.2年,建坪25.94,3房(室)1廳1衛,4/10樓,"1,788 萬"
忠誠第一社區名宅,台北市士林區忠誠路一段 璞里,華廈,16.2年,建坪84.90,--房(室)2廳3衛,2/7樓,"8,888 萬"
威林家園採光三房,台北市大安區安居街,公寓,47.0年,建坪28.44,3房(室)2廳2衛,4/5樓,"2,090 萬"
石牌學區三房車位,台北市北投區行義路,華廈,5.5年,建坪41.16,3房(室)2廳2衛,3/5樓,"2,688 萬"
石牌學區三房車位,台北市北投區行義路,華廈,5.5年,建坪41.16,3房(室)2廳2衛,3/5樓,"2,688 萬"
薇閣雲天精裝美廈,台北市北投區溫泉路 雲天,住宅大樓,19.9年,建坪12.05,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),4/13樓,980 萬
台電捷運廣一大廈,台北市中正區師大路 廣一金門大廈,住宅大樓,43.8年,建坪64.08,3房(室)2廳3衛,2/12樓,"4,288 萬"
木新綠景方正三房,台北市文山區木新路二段,公寓,45.8年,建坪25.53,3房(室)2廳1衛,4/5樓,"1,368 萬"
大安捷運附中2房,台北市大安區復興南路一段 登峰,住宅大樓,1.8年,建坪22.99,2房(室)1廳1衛,8/15樓,"4,020 萬"
西湖捷運金矽谷,台北市內湖區基湖路 金矽谷16,辦公商業大樓,16.7年,建坪118.13,8房(室)1廳1衛(含加蓋2房(室)--廳1衛),6/8樓,"7,988 萬"
大直高樓美景環繞,台北市中山區北安路 美麗華BR1,華廈,9.7年,建坪105.27,4房(室)4廳3衛(含加蓋--房(室)2廳--衛),7/7樓,"9,900 萬"
吉美信義美景豪邸,台北市文山區萬芳路 吉美信義,住宅大樓,2.3年,建坪68.23,3房(室)2廳2衛,11/14樓,"5,888 萬"
內科大漢邊間辦公,台北市內湖區舊宗路二段 大漢科技總部,工廠,26.0年,建坪137.52,4房(室)1廳--衛,3/5樓,"5,680 萬"
松捷綠洲藏美居,台北市信義區虎林街 樂芙Loft/藏美,華廈,9.7年,建坪23.40,--房(室)1廳1衛,2/7樓,"3,000 萬"
站前捷運景觀首選,台北市中正區忠孝西路一段 亞洲廣場大樓,住宅大樓,35.6年,建坪19.84,--房(室)1廳1衛,21/27樓,"2,088 萬"
金澤採光一層一戶,台北市中山區樂群二路 金澤III,華廈,16.7年,建坪84.18,#NAME?,6/7樓,"6,999 萬"
商三土地邊間公寓,台北市北投區新市街,公寓,39.7年,建坪28.80,5房(室)3廳2衛(含加蓋2房(室)1廳1衛),5/5樓,"1,460 萬"
家樂福露臺二樓,台北市萬華區中華路一段 玉山首邸,辦公商業大樓,13.2年,建坪38.41,1房(室)1廳2衛,2/15樓,"3,560 萬"
面特區綠高景3房,台北市萬華區中華路一段 玉山首邸,住宅大樓,13.2年,建坪65.37,3房(室)2廳2衛,13/15樓,"4,890 萬"
帝景花園庭院豪邸,台北市中山區基湖路 帝景水花園一期,住宅大樓,24.6年,建坪146.23,4房(室)2廳4衛(含加蓋--房(室)--廳1衛),1/13樓,"19,680 萬"
晴光捷運可住可辦,台北市中山區林森北路 華德天下,住宅大樓,48.6年,建坪42.19,4房(室)1廳3衛,9/11樓,"3,300 萬"
棕櫚雙拼五房電梯,台北市文山區萬芳路 棕櫚泉綠茵山莊,住宅大樓,29.6年,建坪63.59,5房(室)2廳3衛,10/12樓,"4,988 萬"
新東京宅後棟美妝,台北市中山區南京東路二段 台北Mid town新東京宅Midtown,套房,15.0年,建坪20.69,--房(室)1廳1衛,5/18樓,"1,980 萬"
大安森林吉美富徠,台北市大安區瑞安街 吉美富徠大安森林花園,住宅大樓,1.4年,建坪95.87,--房(室)1廳3衛,10/21樓,"14,300 萬"
永安邊間綠意四房,台北市中山區明水路 大直銘家,住宅大樓,31.8年,建坪48.45,2房(室)2廳2衛,2/15樓,"4,988 萬"
低總黃金公寓三樓,台北市內湖區東湖路,公寓,46.1年,建坪28.19,3房(室)2廳1衛,3/4樓,"1,588 萬"
百貨學區電梯坡車,台北市士林區天母東路 大新第來亨華廈,華廈,40.1年,建坪61.05,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),7/7樓,"5,150 萬"
安沐居輕奢精品屋,台北市大安區復興南路二段 冠德安沐居,住宅大樓,2.7年,建坪24.66,1房(室)1廳1衛,24/34樓,"4,788 萬"
晴光近捷運美套,台北市中山區農安街 儷園大樓,套房,46.5年,建坪11.15,1房(室)1廳1衛,5/10樓,888 萬
森大直B7,台北市內湖區文湖街 森大直,華廈,7.7年,建坪31.90,1房(室)1廳1衛,7/10樓,"2,680 萬"
典雅靜巷四房美宅,台北市內湖區康樂街,公寓,39.7年,建坪34.81,4房(室)1廳2衛,5/5樓,"1,880 萬"
景美車庫三房一樓,台北市文山區景華街,公寓,46.2年,建坪28.71,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),1/5樓,"2,988 萬"
天母櫻花管理新城,台北市北投區天母西路 天母新城,華廈,40.9年,建坪44.99,3房(室)2廳2衛,5/7樓,"3,480 萬"
美裝景觀愛眉三房,台北市文山區辛亥路四段 愛眉山莊,住宅大樓,22.0年,建坪62.23,3房(室)2廳2衛,7/11樓,"3,688 萬"
遠企敦南美妝一樓,台北市大安區敦化南路二段 敦和,店面,43.5年,建坪83.22,4房(室)3廳4衛(含加蓋4房(室)1廳--衛),B1~1/7樓,"9,050 萬"
遠企敦南美妝一樓,台北市大安區敦化南路二段 敦和,店面,43.5年,建坪83.22,4房(室)3廳4衛(含加蓋4房(室)1廳--衛),B1~1/7樓,"9,050 萬"
北投挑高靜巷一樓,台北市北投區新興路,公寓,32.2年,建坪44.91,4房(室)2廳2衛(含加蓋2房(室)--廳1衛),B1~1/5樓,"1,880 萬"
北投近公園一樓,台北市北投區新興路 稻香花園城,公寓,32.2年,建坪69.30,5房(室)2廳3衛(含加蓋2房(室)--廳1衛),B1~1/5樓,"2,600 萬"
帝王高樓美東騰,台北市中山區建國北路二段 東騰千里,住宅大樓,16.0年,建坪95.11,4房(室)2廳2衛,11/15樓,"9,900 萬"
超大空間樓中樓,台北市內湖區內湖路一段 大直國家,公寓,35.3年,建坪67.06,5房(室)4廳3衛(含加蓋1房(室)1廳--衛),4~5/5樓,"3,688 萬"
信義十八樹景四房,台北市文山區木柵路四段 信義18號,住宅大樓,14.6年,建坪59.41,3房(室)2廳2衛,12/19樓,"4,480 萬"
安和樂利電梯四房,台北市大安區信義路四段 安和樂利大廈,華廈,40.2年,建坪46.84,4房(室)2廳2衛,2/7樓,"4,780 萬"
近公園庭院一樓,台北市信義區吳興街,華廈,34.2年,建坪33.00,3房(室)2廳2衛,1/5樓,"2,620 萬"
王樣力麒花園高樓,台北市中山區吉林路 王樣力麒花園,住宅大樓,20.2年,建坪78.81,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),13/14樓,"8,800 萬"
新川普美妝低總,台北市信義區信義路五段 新川普,套房,16.2年,建坪14.43,1房(室)1廳1衛(含加蓋--房(室)--廳1衛),4/19樓,"1,980 萬"
雙連捷運美妝二房,台北市中山區錦州街 溫莎小築,住宅大樓,28.6年,建坪14.68,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),5/11樓,"1,350 萬"
近車站邊間大三房,台北市萬華區莒光路 莒光路華廈(二),華廈,39.3年,建坪37.16,3房(室)2廳2衛,5/7樓,"2,980 萬"
信義市府兩房大樓,台北市信義區松信路 永順大樓,住宅大樓,43.7年,建坪26.34,2房(室)2廳1衛,6/12樓,"2,188 萬"
雙敦國泰電梯邊間,台北市松山區八德路三段 敦化名門,華廈,39.7年,建坪45.39,3房(室)2廳2衛,3/6樓,"4,688 萬"
雲和月裝潢兩房車,台北市北投區行義路 雲和月,華廈,31.7年,建坪41.49,2房(室)2廳2衛,3/5樓,"2,050 萬"
金矽谷挑高展演廳,台北市內湖區行愛路 金矽谷9財貿廣場,辦公商業大樓,22.7年,建坪92.22,--房(室)1廳--衛,6/6樓,"5,200 萬"
久康景觀電梯兩房,台北市文山區久康街 承璽久康,華廈,5.7年,建坪25.33,2房(室)2廳1衛,6/7樓,"2,660 萬"
四期美妝電梯三房,台北市內湖區成功路二段 伯特利-光之寓所,住宅大樓,3.3年,建坪60.91,3房(室)2廳2衛,5/11樓,"5,588 萬"
榮星氣派頂級A辦,台北市中山區民權東路三段 時代金融廣場,辦公商業大樓,34.5年,建坪270.19,4房(室)2廳2衛,15/20樓,"29,800 萬"
捷運雙湖匯三房車,台北市內湖區成功路四段 雙湖匯,住宅大樓,7.6年,建坪72.31,3房(室)2廳2衛,12/29樓,"7,900 萬"
方正舒適3房寓所,台北市中山區合江街,公寓,55.0年,建坪22.95,3房(室)2廳1衛,3/4樓,"2,080 萬"
鄉林左岸溫馨三房,台北市士林區延平北路六段 鄉林左岸,住宅大樓,9.4年,建坪58.38,3房(室)2廳2衛,3/11樓,"4,188 萬"
高樓遠景雅璞涵館,台北市中山區堤頂大道二段 雅璞涵館,辦公商業大樓,14.8年,建坪68.82,2房(室)2廳2衛,9/10樓,"5,495 萬"
忠泰風格面中庭景,台北市中山區明水路 忠泰風格,住宅大樓,18.0年,建坪82.89,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),3/15樓,"9,800 萬"
中正古亭電梯大樓,台北市中正區和平西路一段 花齊匯,住宅大樓,6.4年,建坪19.01,1房(室)1廳1衛,2/14樓,"2,888 萬"
近捷運站3房電梯,台北市內湖區康寧路三段,華廈,30.9年,建坪36.26,3房(室)2廳2衛,7/7樓,"2,780 萬"
新屋美妝庭園戶,台北市內湖區內湖路一段 金爵騎仕,華廈,1.2年,建坪21.39,1房(室)1廳1衛,1/6樓,"1,978 萬"
安和捷運敦南兩房,台北市大安區敦化南路二段 保富環宇敦南名廈,住宅大樓,42.2年,建坪31.72,2房(室)2廳2衛,12/20樓,"4,650 萬"
面寬庭院車庫一樓,台北市士林區忠義街,公寓,40.5年,建坪56.66,6房(室)3廳3衛(含加蓋4房(室)1廳1衛),1/5樓,"3,680 萬"
正天母東招財金店,台北市士林區天母東路 環翠,店面,39.0年,建坪48.04,4房(室)3廳3衛(含加蓋4房(室)1廳1衛),B1~1/12樓,"6,288 萬"
