鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大興十四街３７號十一樓,23.95,1140224,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040601,129.04,2,2,1,有,有,12500000,96869,坡道平面,30.37,0,RPQNMLTJNHKGFEH98DA,58.86,1.55,6.74,有
八德區,房地(土地+建物)+車位,桃園市八德區仁德一路１２號二樓,30.41,1140221,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050622,160.74,3,2,2,有,有,13500000,83987,坡道平面,32.41,0,RPRNMLNLMHKGFFH68DA,77.32,1.69,10.45,有
桃園區,房地(土地+建物)+車位,桃園市桃園區江南十街３２巷２６號一樓,15.81,1140224,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821104,126.16,3,2,2,有,有,11500000,91154,坡道平面,0,0,RPXOMLOKNHKGFAH98DA,99.07,14.22,0,有
觀音區,房地(土地+建物),桃園市觀音區永吉街１０２號,106,1140211,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1140122,395.6,22,22,22,有,無,26500000,66987,,0,0,RPURMLPKNHKGFBH56DA,372.1,0,23.5,無
觀音區,房地(土地+建物),桃園市觀音區永吉街１００號,106,1140211,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1140122,395.6,22,22,22,有,無,26500000,66987,,0,0,RPVRMLPKNHKGFBH66DA,372.1,0,23.5,無
觀音區,房地(土地+建物),桃園市觀音區永吉街９８號,106,1140211,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1140122,395.6,22,22,22,有,無,26500000,66987,,0,0,RPWRMLPKNHKGFBH76DA,372.1,0,23.5,無
觀音區,房地(土地+建物),桃園市觀音區永吉街９６號,110,1140211,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1140122,400.79,22,22,22,有,無,26500000,66119,,0,0,RPXRMLPKNHKGFBH86DA,377.14,0,23.65,無
中壢區,房地(土地+建物)+車位,桃園市中壢區三光路１８９號四樓,13.06,1140217,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960125,122.59,3,2,1,有,有,11880000,96908,坡道平面,17.17,0,RPOUMLPKNHKGFBH88DA,66.17,2.56,7.58,有
大園區,房地(土地+建物)+車位,桃園市大園區中正東路三段５０２之５號八樓,26.46,1140223,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131129,142.73,3,2,2,有,有,14300000,100189,坡道平面,31,0,RPPNMLPKNHKGFEH58DA,60.64,6.18,6.05,有
平鎮區,房地(土地+建物),桃園市平鎮區延平路三段６３巷２弄８號,20.4,1140221,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720830,69.67,3,2,2,有,無,6980000,100187,,0,0,RPPOMLSKLHKGFGH98DA,63.06,6.61,0,無
平鎮區,房地(土地+建物),桃園市平鎮區興華街１０１巷２８弄３０號三樓,24.29,1140215,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840613,134.57,3,2,2,有,有,8200000,60935,,0,0,RPUNMLNKNHKGFGH09DA,90.44,0,14.26,有
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南平路７８之１號,33.43,1140208,土地3建物1車位1,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1130624,138.46,0,0,0,無,有,20500000,148057,坡道平面,30.94,0,RPPNMLQKNHKGFGH88DA,76.79,0,0,有
龜山區,房地(土地+建物),桃園市龜山區民安街３號二樓,26.52,1140214,土地2建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,590220,54.93,3,1,3,有,無,3800000,69179,,0,0,RPUNMLRLLHKGFHH86DA,54.93,0,0,無
龜山區,房地(土地+建物)+車位,桃園市龜山區文化二路２９１號十樓,16.99,1140216,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110127,127.56,2,2,2,有,有,15250000,119552,坡道平面,28.29,0,RPPOMLPKNHKGFHH98DA,56.44,0,5.85,有
