鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
梓官區,房地(土地+建物),高雄市梓官區中崙路５６巷６８弄２０號,91.2,1140317,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130621,158.39,4,2,3,有,無,17730000,111939,,0,0,RPRNMLLJOHKGFFE18DA,147.56,0,10.83,無
梓官區,房地(土地+建物)+車位,高雄市梓官區平安街２１８號四樓,28.58,1140328,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131128,81.59,3,2,2,有,有,8800000,107856,其他,5.75,0,RPOQMLTKOHKGFFE09DA,52.25,0,4.24,有
仁武區,房地(土地+建物)+車位,高雄市仁武區永新四街７１號四樓,30.87,1140329,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1071227,166.82,3,2,2,有,有,12160000,72893,坡道平面,28.71,0,RPUNMLRKOHKGFIE86DA,70.97,2.34,16.46,有
前金區,房地(土地+建物),高雄市前金區七賢二路１３８號十八樓,5.57,1140314,土地1建物1車位0,十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100205,89.02,2,1,1,有,有,10000000,112334,,0,0,RPQNMLNLOHKGFAE97DA,51.49,0,5.7,有
新興區,房地(土地+建物),高雄市新興區民權街８之８號２樓之１,23.85,1140313,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821130,125.8,3,2,2,有,有,7800000,62003,,0,0,RPQNMLKMOHKGFBE87DA,87.85,0,11.87,有
小港區,房地(土地+建物),高雄市小港區高坪五十路３３０號,103.86,1140316,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土,1120118,117.71,3,2,3,有,無,14500000,123184,,0,0,RPPNMLLKOHKGFCE77DA,110.39,0,7.32,無
小港區,房地(土地+建物),高雄市小港區崇明街４６號,14.81,1140329,土地1建物1車位0,一層，騎樓，夾層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,750630,53.38,1,1,2,有,無,4600000,86175,,0,0,RPXOMLKMOHKGFCE78DA,48.85,0,4.53,無
楠梓區,房地(土地+建物)+車位,高雄市楠梓區高雄大學路２９６號十樓,19.34,1140311,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100513,139.5,3,2,2,有,有,13000000,93190,坡道平面,31.88,0,RPRNMLTLOHKGFEE09DA,65.58,0,3.53,有
岡山區,房地(土地+建物)+車位,高雄市岡山區白米路２８２號二樓,61.7,1140318,土地4建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081028,170.34,3,2,2,有,無,10500000,61641,一樓平面,0,0,RPPNMLOLMHKGFFE28DA,123.38,0,18.39,有
梓官區,房地(土地+建物)+車位,高雄市梓官區平安街２１８號五樓之２,32.81,1140329,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131128,101.67,3,2,2,有,有,9980000,98161,一樓平面,14.85,0,RPUPMLTKOHKGFFE96DA,57.92,0,6.76,有
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路１５１號十樓,58.93,1140306,土地1建物1車位2,十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980428,464.9,3,2,4,有,有,64500000,138740,坡道平面,56.08,0,RPRNMLLLNHKGFAE77DA,243.35,3.47,29.28,有
苓雅區,房地(土地+建物),高雄市苓雅區海邊路４８號八樓之３,13.23,1140329,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,710908,135.38,1,1,1,有,有,9900000,73127,,0,0,RPOOMLMKOHKGFBE77DA,101.07,0,4.62,有
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多三路２１６號五樓之２,17.57,1140323,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710430,218.47,3,2,2,有,有,12500000,57219,坡道平面,0,0,RPWNMLOLOHKGFBE78DA,145.12,0,13.43,有
前鎮區,房地(土地+建物)+車位,高雄市前鎮區永豐路１８１號七樓,12.08,1140315,土地2建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061211,129.75,2,1,1,有,有,12500000,96339,坡道平面,29.7,0,RPPNMLPKLHKGFCE87DA,55.02,3.15,6.13,有
鳳山區,房地(土地+建物),高雄市鳳山區三民路２０７號,175,1140307,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土,970601,338.33,0,0,3,有,無,39500000,116750,,0,0,RPQQMLQJOHKGFGE98DA,324.21,1.7,12.42,無
楠梓區,房地(土地+建物),高雄市楠梓區惠春街２１０號,78.27,1140310,土地1建物1車位0,全,三層,透天厝,住家用,見使用執照,911018,157.58,5,2,3,有,無,19800000,125650,,0,0,RPPOMLTJNHKGFEE68DA,137.67,0,19.91,無
左營區,房地(土地+建物),高雄市左營區立信路２０６號四樓,15.71,1140325,土地1建物1車位0,四層，電梯樓梯間,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820608,104.97,3,2,2,有,有,7150000,68115,,0,0,RPWNMLPLOHKGFEE56DA,83.4,0,8.2,有
