鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０７號八樓,21.66,1110410,土地3建物1車位2,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,263.27,4,1,2,有,無,88180000,450400,坡道平面,81.92,6500000,RPQNMLKKOHKGFFA67DA,112.1,0,11.78,有
大安區,房地(土地+建物)+車位,臺北市大安區臥龍街２６８號四樓之２,13.71,1110424,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130927,136.78,2,2,2,有,有,30040000,276016,坡道平面,38.09,2800000,RPPNMLMKOHKGFFA77DA,56.67,3.79,5.9,有
南港區,房地(土地+建物)+車位,臺北市南港區興南街１０１號六樓,20.92,1110429,土地1建物1車位2,六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1131230,203.62,3,2,2,有,有,49780000,276267,坡道平面,46.96,6500000,RPXNMLQKOHKGFDA78DA,89.69,3.43,10.59,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０５號十八樓,21.48,1110423,土地3建物1車位2,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,255.44,4,1,2,有,無,100580000,505572,坡道平面,75.09,9400000,RPPPMLMJOHKGFFA87DA,109.25,0,13.92,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０７號九樓,21.66,1110425,土地3建物1車位2,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,263.27,4,1,2,有,無,89500000,452164,坡道平面,81.92,7500000,RPTNMLMJOHKGFFA08DA,112.1,0,11.78,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０７號七樓,21.01,1110413,土地3建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,222.31,4,1,2,有,無,84650000,446374,坡道平面,40.96,3700000,RPPNMLQLOHKGFFA28DA,112.1,0,11.78,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７７號五樓,15.34,1110408,土地1建物1車位1,五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,202.21,3,2,2,有,有,38800000,211082,坡道平面,31.66,2800000,RPQOMLRJPHKGFEA38DA,102.08,0,12.26,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７７號十三樓,15.34,1110406,土地1建物1車位2,十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,233.87,3,2,2,有,有,42900000,221343,坡道平面,63.32,5150000,RPSOMLRJPHKGFEA58DA,102.08,0,12.26,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街７５號四樓,15.34,1110429,土地1建物1車位1,四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,202.2,4,2,2,有,有,37700000,207869,坡道平面,31.66,2250000,RPRPMLRJPHKGFEA58DA,102.07,0,12.26,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街８３號十七樓,19.92,1110423,土地1建物1車位3,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,308.31,3,2,2,有,有,57280000,228232,坡道平面,89.76,7400000,RPWNMLSKPHKGFEA09DA,134.47,0,13.85,有
大安區,房地(土地+建物)+車位,臺北市大安區復興南路二段３０５號六樓,21.52,1110407,土地3建物1車位2,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1140122,262.27,4,1,2,有,無,88360000,448905,坡道平面,81.92,7400000,RPVNMLOLPHKGFFA78DA,109.25,0,13.92,有
北投區,房地(土地+建物)+車位,臺北市北投區大興街８３號十三樓,19.92,1110417,土地1建物1車位1,十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1131212,250.21,4,2,3,有,有,52300000,225120,坡道平面,31.66,3100000,RPTOMLSLPHKGFEA98DA,134.47,0,13.85,有
