鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
新營區,房地(土地+建物),臺南市新營區新進路３１８巷１號,91.99,商,,,1140501,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1130829,223.39,5,1,5,有,無,18200000,81472,,0,0,,RPQNMLLJNHKGFDD77EA,211.12,0,12.27,無,
北區,房地(土地+建物),臺南市北區公園路１０９２巷２７弄３４號,3.94,住,,,1140501,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,650203,6.79,4,2,2,有,無,300000,44183,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLKMMHKGFAD08DA,6.79,0,0,無,2
新營區,房地(土地+建物),臺南市新營區富強街５７之１號七樓,34.55,住,,,1140505,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880513,185.87,3,2,3,有,有,3000000,16140,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSJNHKGFDD48DA,128.87,0,7.22,有,
中西區,房地(土地+建物),臺南市中西區正興街１６１號五樓之１５,3.25,商,,,1140501,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830528,31.21,1,0,1,有,有,1000000,32041,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSJNHKGFAD08EA,21.62,0,1.78,有,4
歸仁區,房地(土地+建物),臺南市歸仁區沙崙二街１２號,89,,一般農業區,甲種建築用地,1140504,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,830929,141.73,3,2,3,有,無,4900000,34573,,0,0,,RPROMLNJKHKGFID38EA,133.89,0,7.84,無,
新營區,房地(土地+建物),臺南市新營區民榮里裕民路１６巷９號,77.55,住,,,1140506,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,681124,146.25,4,2,2,有,無,2440000,16684,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJNHKGFDD48DA,146.25,0,0,無,
永康區,房地(土地+建物),臺南市永康區正南五街２８９巷１１２號四樓,4.68,住,,,1140501,土地2建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830413,23.25,1,0,1,有,有,1080000,46452,,0,0,,RPSNMLMJNHKGFKD68DA,14.31,0,2.82,有,5
善化區,房地(土地+建物),臺南市善化區茄拔１７４號之９,116,,鄉村區,乙種建築用地,1140507,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,810622,269.84,5,2,3,有,無,9500000,35206,,0,0,,RPQNMLMKNHKGFHD38EA,245.33,0,24.51,無,
中西區,房地(土地+建物),臺南市中西區南寧街８３巷１６號五樓之２,5.56,住,,,1140503,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790410,24.84,1,1,1,有,有,1700000,68438,,0,0,頂樓加蓋；,RPUNMLTJNHKGFAD58DA,14.57,0,1.57,有,6
北區,建物,臺南市北區公園路９１８巷２８號五樓之４,0,,,,1140508,土地0建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,791126,32.65,1,1,1,有,無,1100000,33691,,0,0,土地為向仁愛之家租賃使用。；建物坐落地號：實踐段932地號；,RPTNMLMKNHKGFAD87DA,20.35,0.72,2.01,有,7
東區,房地(土地+建物),臺南市東區東和路１２５號,29,住,,,1140505,土地2建物1車位0,二層，三層，四層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,861104,126.65,2,1,2,有,無,3800000,30004,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSQMLSJNHKGFCD78DA,112.49,0,14.16,無,
新營區,房地(土地+建物),臺南市新營區民生里民生路１０５之１２號,88.16,都市：其他:住宅區,,,1140501,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,,108,4,2,2,有,無,1850000,17130,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKNHKGFDD08EA,108,0,0,無,
歸仁區,房地(土地+建物),臺南市歸仁區化一街１４３號,162,住,,,1140501,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1131225,396.95,5,2,5,有,無,41000000,103288,,0,0,,RPQOMLPJNHKGFID68DA,340.87,0,56.08,有,
善化區,房地(土地+建物)+車位,臺南市善化區東勢寮１５８號三樓之１,31.15,,鄉村區,乙種建築用地,1140503,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130820,112.92,3,2,2,有,有,10190000,90837,其他,11.75,1000000,,RPPNMLPKNHKGFHD48DA,66.28,0,8.82,有,
永康區,房地(土地+建物),臺南市永康區西灣里國光八街７號五樓,20.02,住,,,1140502,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810604,119.34,2,2,2,有,有,2460000,20613,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLOKNHKGFKD09DA,72.96,0,14.96,有,
鹽水區,房地(土地+建物),臺南市鹽水區土庫３２之２號,119.44,,鄉村區,乙種建築用地,1140509,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,890727,223.28,9,2,6,有,無,7200000,32247,,0,0,,RPPNMLQKNHKGFDD28EA,223.28,0,0,無,12
安平區,房地(土地+建物)+車位,臺南市安平區平豐路１２２號二十四樓之１,43.18,住,,,1140505,土地1建物1車位1,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050604,264.27,4,2,3,有,有,22750000,86086,坡道平面,36.02,0,其他增建；,RPSOMLPKNHKGFAD18DA,147.61,0,9.76,有,13
北區,房地(土地+建物),臺南市北區力行二街６８號,89,住,,,1140502,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,700123,96.22,5,1,3,有,無,7000000,72750,,0,0,建物金額:148300元整 土地金額:6851700元整合計總價:7000000元整頂樓加蓋；,RPXNMLQKNHKGFAD68DA,96.22,0,0,無,
安南區,房地(土地+建物),臺南市安南區公學路四段１２２巷９６弄５４之１４號,98.91,住,,,1140508,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,761019,111.31,4,1,2,有,無,5000000,44920,,0,0,,RPVNMLSJNHKGFBD68DA,105.81,0,5.5,無,
南區,房地(土地+建物),臺南市南區國華街一段９３號之４,25.87,,,,1140504,土地3建物1車位0,五層，電梯樓梯間,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701118,84.51,3,2,1,有,無,2850000,33724,,0,0,,RPSOMLRJNHKGFCD48DA,68.01,0,9.6,無,
東區,房地(土地+建物),臺南市東區崇德二十街４２號,106,住,,,1140510,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,791126,314.28,7,2,6,有,無,13800000,43910,,0,0,,RPQNMLMKNHKGFCD77DA,302.05,0,12.23,無,14
東區,房地(土地+建物),臺南市東區崇明路１３９號六樓之１,3.45,住,,,1140505,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850203,31.99,1,1,1,有,有,3380000,105658,,0,0,陽台外推；,RPSNMLOKNHKGFCD18DA,21.04,0,3.65,有,
後壁區,房地(土地+建物),臺南市後壁區下茄苳５６之１６號,75.96,,鄉村區,乙種建築用地,1140501,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,690607,91.63,4,2,4,有,無,2100000,22918,,0,0,頂樓加蓋；其他增建；,RPUNMLTKNHKGFED09DA,86.22,0,5.41,無,
仁德區,房地(土地+建物),臺南市仁德區賢路二段１５巷５號,254.98,住,,,1140501,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,781110,201.73,7,2,5,有,無,6583344,32634,,0,0,為二等親買賣無另立私契。交易總價以當年度公告現值計算實際無金流往來。親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPVNMLKMMHKGFID78DA,185.47,9.07,7.19,無,
永康區,房地(土地+建物),臺南市永康區鹽行里新行街１３３號八樓之３,3.34,住,,,1140510,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820827,39.09,1,0,1,有,有,2300000,58839,,0,0,,RPPOMLNKNHKGFKD68DA,24.94,0,3.51,有,18
永康區,房地(土地+建物)+車位,臺南市永康區安康里大橋一街５３之１號十一樓之７,9.82,住,,,1140507,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880824,100.22,3,1,1,有,有,6500000,64857,坡道機械,13.14,0,,RPTNMLQKNHKGFKD66DA,64.47,0,3.07,有,
中西區,房地(土地+建物),臺南市中西區臨安路一段１４６巷１８號,59.15,住,,,1140511,土地2建物1車位0,全,一層,透天厝,住家用,木造,510000,29.92,2,2,1,有,無,4700000,157086,,0,0,其他增建；,RPSOMLTKNHKGFAD58DA,29.92,0,0,無,21
南區,房地(土地+建物)+車位,臺南市南區大同路二段１６４巷７號八樓之３,36.5,住,,,1140506,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881021,150.1,3,2,2,有,有,8930000,59494,坡道平面,0,0,,RPOOMLQJNHKGFCD97DA,89.52,0,8.8,有,
南區,房地(土地+建物)+車位,臺南市南區水交社路３３３巷８號四樓,48.88,住,,,1140509,土地3建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830516,160.87,3,2,2,有,有,9500000,59054,坡道平面,0,0,,RPPNMLTJNHKGFCD28DA,99.35,0,12.68,有,
東區,房地(土地+建物),臺南市東區中華東路二段１３３巷７７弄２號六樓之５,4.24,都市：其他:住宅區,,,1140508,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800117,21.37,1,0,1,有,有,1400000,65512,,0,0,陽台外推；,RPUNMLPKNHKGFCD48DA,13.96,0,2.09,有,
新營區,房地(土地+建物),臺南市新營區長榮路一段５３７號,165.08,住,,,1140507,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,850507,586.12,10,2,7,有,無,16500000,28151,,0,0,,RPPNMLSJNHKGFDD28DA,551.74,0,34.38,有,
六甲區,房地(土地+建物),臺南市六甲區水林里１６鄰信義街３４９巷１４弄３０號,555.5,都市：其他:道路用地,,,1140515,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,780223,172.65,4,1,2,有,無,6900000,39965,,0,0,未登記建物；包含公共設施保留地用地；,RPUNMLQKNHKGFFD88DA,158.05,0,14.6,無,
六甲區,房地(土地+建物),臺南市六甲區龜港里１３鄰龜子港３１２號,87,,一般農業區,甲種建築用地,1140510,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,840608,173.5,3,2,3,有,無,6000000,34582,,0,0,交易總價包含整棟修繕工程費用,RPVNMLTKNHKGFFD66DA,168.36,0,5.14,無,
仁德區,房地(土地+建物),臺南市仁德區大甲里中正西路３６０巷２０弄４３號四樓之２,4.67,住,,,1140505,土地2建物1車位0,四層,四層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,960920,13.16,1,1,1,有,有,700000,53191,,0,0,夾層；,RPUNMLQKNHKGFID56DA,7.14,0.9,0,有,
永康區,房地(土地+建物),臺南市永康區復華三街６８號十九樓之４,8.27,,,,1140510,土地1建物1車位0,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840908,92.23,3,2,2,有,有,4500000,48791,,0,0,,RPUNMLPKNHKGFKD66DA,63.15,0,5.01,有,
安平區,房地(土地+建物),臺南市安平區安平路６０６巷１０之２號,75.6,住,,,1140511,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,650916,113.02,3,1,2,有,無,7680000,67953,,0,0,頂樓加蓋；其他增建；,RPUNMLOKNHKGFAD18DA,113.02,0,0,無,
東區,房地(土地+建物),臺南市東區裕農路７６７之１號,20.3,都市：其他:住宅區,,,1140506,土地5建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711122,76.03,2,1,1,有,無,5500000,72340,,0,0,,RPTOMLQJNHKGFCD48DA,57.03,0,5.99,無,
南區,房地(土地+建物),臺南市南區健康路二段５３巷５２號,77.25,住,,,1140505,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,640510,102.28,4,2,5,有,無,13000000,127102,,0,0,其他增建；包含公共設施保留地用地；,RPUNMLRJNHKGFCD58DA,102.28,0,0,無,
白河區,房地(土地+建物),臺南市白河區永安里國泰路１３７巷３號,126.75,住,,,1140505,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,710930,105.96,3,2,3,有,無,5000000,47188,,0,0,,RPSNMLKLNHKGFED08DA,102.36,0,3.6,無,
官田區,房地(土地+建物),臺南市官田區工社西街２１巷１１０號,83,住,,,1140510,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,810601,107.53,4,1,2,有,無,2400000,22319,,0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPPNMLSKNHKGFFD58DA,101.6,0,5.93,無,
佳里區,房地(土地+建物)+車位,臺南市佳里區南勢街２０６巷３５號三樓之８,34.15,住,,,1140505,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131231,105.81,2,2,2,有,有,7850000,72671,一樓平面,14.99,1250000,,RPVOMLKLNHKGFGD68DA,58.49,0,5.95,有,
仁德區,房地(土地+建物),臺南市仁德區仁德村中正路二段１２０５巷１２號四樓之３,21.08,住,,,1140501,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830225,109.84,3,2,2,有,有,6300000,57356,,0,0,,RPPNMLTKNHKGFID98DA,79.95,0,4.35,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區中正路二段１８７巷２３號二樓之３,30.2,住,,,1140508,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1121130,93.02,2,2,2,有,有,8600000,92453,其他,12.18,0,,RPOQMLKLNHKGFID38DA,53.53,0,6.46,有,31
永康區,房地(土地+建物),臺南市永康區龍潭里中山北路４６１巷１１弄１６號,105.83,住,,,1140506,土地5建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,811223,175.71,5,2,4,有,無,13000000,73986,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLQJNHKGFKD56DA,154.89,10.6,10.22,無,
永康區,房地(土地+建物),臺南市永康區大灣路８５７號,24.21,住,,,1140509,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,631000,39.07,4,2,2,有,無,2000000,51190,,0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；,RPVNMLOKNHKGFKD66DA,39.07,0,0,無,
安南區,房地(土地+建物),臺南市安南區國安街１５７號,16.93,都市：其他:市場用地,,,1140512,土地2建物1車位0,全,一層,透天厝,商業用,鋼筋混凝土造,730717,20.84,0,0,0,無,無,230000,11036,,0,0,市場攤位；,RPPNMLTKNHKGFBD38EA,20.84,0,0,無,32
南化區,房地(土地+建物),臺南市南化區南化１１５之１２號,434,,鄉村區,乙種建築用地,1140509,土地3建物1車位0,全,二層,透天厝,辦公用,ＲＣ造,790919,267.62,0,2,2,有,無,7210000,26941,,0,0,,RPPNMLLLNHKGFJD48EA,267.62,0,0,無,
安平區,房地(土地+建物),臺南市安平區光州二街１４４號七樓之９,6.08,住,,,1140503,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820911,29.3,1,0,1,有,有,1200000,40956,,0,0,其他增建；,RPPNMLNJNHKGFAD47DA,19.02,0,2.41,有,34
中西區,房地(土地+建物),臺南市中西區湖美街１０１巷６號,102.32,住,,,1140512,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,821002,201.5,4,1,3,有,無,7160000,35533,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKNHKGFAD67DA,188.48,0,13.02,無,
北區,房地(土地+建物),臺南市北區開南街２７５巷４弄１６號,54.5,住,,,1140514,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,730625,69.78,4,1,2,有,無,2207750,31639,,0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPRNMLKLNHKGFAD57DA,66.88,0,2.9,無,
安平區,房地(土地+建物),臺南市安平區健康一街５７巷３號地下層,28.84,住,,,1140506,土地1建物1車位0,地下層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810929,146.48,0,0,0,無,有,520000,3550,,0,0,,RPRNMLLLNHKGFAD67DA,111.33,0,0,有,35
東區,房地(土地+建物),臺南市東區崇明路１３７號三樓,3.83,住,,,1140504,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850203,37.21,1,0,1,有,有,2510000,67455,,0,0,,RPQNMLOKNHKGFCD97DA,25.19,0,3.14,有,36
東區,房地(土地+建物),臺南市東區裕豐街１６１巷２０號,19.4,住,,,1140513,土地1建物1車位0,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831103,67.55,2,1,1,有,無,5150000,76240,,0,0,,RPUNMLTKNHKGFCD88DA,48.27,0,0,有,37
東區,房地(土地+建物)+車位,臺南市東區長榮路一段２２７號十一樓之５,3.9,商,,,1140513,土地2建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880805,49.73,1,0,1,有,有,4150000,83451,坡道機械,12.81,0,,RPSOMLTKNHKGFCD78DA,25.99,0,0,有,38
新營區,房地(土地+建物),臺南市新營區王公里東學路８０巷６３號,55.71,住,,,1140509,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,930616,100.87,5,2,4,有,無,3500000,34698,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKLNHKGFDD97DA,99.61,0,1.26,無,
佳里區,房地(土地+建物),臺南市佳里區佳安中街４９號,80.82,,鄉村區,乙種建築用地,1140511,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,880917,192.73,4,2,3,有,有,7750000,40212,,0,0,,RPQNMLLLNHKGFGD18DA,111.98,0,13.8,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區仁和里保華路３６９號三樓之５,54.87,住,,,1140509,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990127,197.33,4,2,2,有,有,13100000,66386,坡道平面,0,0,其他增建；,RPQNMLPKNHKGFID68DA,116.52,0,9.4,有,44
永康區,房地(土地+建物),臺南市永康區五王里中華路５９８之８９號六樓,5.08,住,,,1140513,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,791203,26.99,1,0,1,有,無,1730000,64098,,0,0,,RPRNMLPKNHKGFKD98DA,14.78,0,2.69,有,45
永康區,房地(土地+建物)+車位,臺南市永康區中華二路３４０巷１６號四樓之２,25.63,住,,,1140503,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811016,183.73,4,2,2,有,有,12000000,65313,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOQMLKLNHKGFKD58DA,112.09,0.57,14.52,有,46
新營區,房地(土地+建物),臺南市新營區博愛街２１１號,81.33,商,,,1140513,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1130215,232.65,4,3,5,有,無,20400000,87685,,0,0,,RPQNMLMLNHKGFDD08EA,207.13,0,25.52,無,
北區,房地(土地+建物),臺南市北區公園南路３６０號十四樓之３,5.92,住,,,1140511,土地1建物1車位0,十四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840104,78.37,2,2,1,有,有,6280000,80133,,0,0,,RPUOMLPKNHKGFAD38DA,56.16,0,3.81,有,
中西區,房地(土地+建物),臺南市中西區忠孝街８２號,32.25,住,,,1140517,土地1建物1車位0,全,三層,透天厝,住家用,磚造,480000,76.41,3,2,1,有,無,5650000,73943,,0,0,頂樓加蓋；,RPWNMLKLNHKGFAD08DA,76.41,0,0,無,
東區,房地(土地+建物),臺南市東區東門路一段８４之５號三樓之７,3.47,商,,,1140510,土地2建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800122,22.2,1,0,1,有,有,936000,42162,,0,0,陽台外推；,RPPOMLMKNHKGFCD77DA,12.36,0,1.59,有,
東區,房地(土地+建物),臺南市東區勝利路１１５號五樓之５,6.48,住,,,1140517,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,700116,29.76,1,0,1,有,有,1900000,63844,,0,0,,RPQNMLSKNHKGFCD38DA,24.64,0,0,有,
南區,房地(土地+建物),臺南市南區德興路１３０巷９８號,77,住,,,1140502,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,680327,94.94,3,2,2,有,無,2680000,28228,,0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPNMLNLNHKGFCD87DA,94.94,0,0,無,
歸仁區,房地(土地+建物),臺南市歸仁區保順路二段７１之２號,85.49,,鄉村區,乙種建築用地,1140516,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1130315,199.08,5,2,5,有,無,15500000,77858,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTKNHKGFID09DA,199.08,0,0,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區高發二路３１８號十二樓之７,14.16,商,,,1140507,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120808,81.7,2,2,1,有,有,9990000,122277,坡道機械,12.24,0,,RPPQMLKLNHKGFID48DA,41.46,0,3.51,有,48
中西區,房地(土地+建物),臺南市中西區忠義路二段２０２巷５號,36.52,商,,,1140514,土地2建物1車位0,全,一層,透天厝,住家用,磚造,220000,27.04,1,1,1,有,無,4500000,166420,,0,0,,RPPNMLPKNHKGFAD77DA,24.29,2.75,0,無,
安平區,房地(土地+建物),臺南市安平區安平路４４６巷２５弄２０號,31.7,住,,,1140517,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,840426,134.01,3,2,2,有,有,6000000,44773,,0,0,,RPXOMLMLNHKGFAD48DA,86.14,7.44,0,無,
中西區,房地(土地+建物),臺南市中西區南寧街８３巷１６號五樓之８,6.95,住,,,1140522,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790410,28.16,1,0,1,有,有,1700000,60369,,0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPRNMLQLNHKGFAD18DA,18.35,0,1.52,有,
南區,房地(土地+建物),臺南市南區金華路二段２７巷５９號,16.25,住,,,1140512,土地1建物1車位0,全,二層,透天厝,住家用,補強磚造,640716,18.12,4,1,3,有,無,1500000,82781,,0,0,,RPXNMLTKNHKGFCD56DA,18.12,0,0,無,
新營區,房地(土地+建物),臺南市新營區新長勝二路１６０號五樓之一,16.73,商,,,1140509,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130319,66.24,2,1,1,有,無,5600000,84541,,0,0,,RPQNMLLLNHKGFDD87DA,41.07,0,5.69,有,
新營區,房地(土地+建物),臺南市新營區中正路５９巷３７號,82.53,住,,,1140516,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,810729,152.28,5,2,4,有,無,6900000,45311,,0,0,頂樓加蓋；其他增建；,RPRNMLLLNHKGFDD97DA,147.17,0,5.11,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７８號六樓之６,9.74,商,,,1140512,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1100315,100.94,2,2,1,有,有,8000000,79255,坡道平面,17.45,0,,RPVNMLNLNHKGFID09DA,45.26,4.9,5.18,有,58
安平區,房地(土地+建物),臺南市安平區慶平路３８８號五樓之２,1.8,商,,,1140501,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831216,21.67,1,0,1,有,有,1680000,77527,,0,0,,RPOOMLPJNHKGFAD67DA,14.34,0,1.75,有,60
佳里區,房地(土地+建物),臺南市佳里區祥和三街１６９號二樓,22.9,住,,,1140508,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850510,126.22,3,2,2,有,有,5000000,39613,,0,0,,RPRNMLNLNHKGFGD48DA,86.52,0,8.74,有,
佳里區,房地(土地+建物),臺南市佳里區六安街１３４號,46.86,都市：其他:農業區,,,1140514,土地8建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,720810,18.02,7,4,2,有,無,950000,52719,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQLNHKGFGD09DA,16.98,0,1.04,無,
善化區,房地(土地+建物)+車位,臺南市善化區牛庄２７之３０號五樓之７,25.08,,特定農業區,甲種建築用地,1140508,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1090723,93.69,2,2,2,有,有,7200000,76849,一樓平面,14.07,0,,RPPNMLKLNHKGFHD08DA,53.58,0,5.04,有,62
歸仁區,房地(土地+建物),臺南市歸仁區六甲路３０７號五樓之１,22.79,,鄉村區,乙種建築用地,1140503,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131223,74.4,2,1,1,有,有,6290000,84543,,0,0,未登記建物；,RPWNMLTJNHKGFID96DA,46.76,0,8.42,有,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區六甲路３０５號五樓之１,31.28,,鄉村區,乙種建築用地,1140502,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131223,117.38,3,1,2,有,有,10140000,84623,一樓平面,15.28,1500000,未登記建物；,RPXNMLTJNHKGFID07DA,73.4,0,2.32,有,
安平區,房地(土地+建物)+車位,臺南市安平區健康路三段３０９號五樓之１,11.78,商,,,1140510,土地1建物1車位1,五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1051109,163.29,3,2,2,有,有,11600000,71039,坡道平面,31.89,0,,RPPRMLLLNHKGFAD87DA,77.07,2.55,8.93,有,64
安平區,房地(土地+建物)+車位,臺南市安平區建平十七街２３１號十五樓之２,8.79,商,,,1140516,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840829,152.54,3,2,2,有,有,9500000,62279,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLQLNHKGFAD48DA,81.72,2.83,14.42,有,
中西區,房地(土地+建物),臺南市中西區西門路一段７３４巷１６弄２號,32,商,,,1140508,土地1建物1車位0,全,一層,透天厝,住家用,磚石造,210116,35.32,1,1,3,有,無,7700000,218007,,0,0,承租國產署基地夾層；其他增建；,RPUOMLQLNHKGFAD58DA,35.32,0,0,無,
安平區,房地(土地+建物)+車位,臺南市安平區育平路２１２號十一樓之１５,13.42,住,,,1140508,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840729,150.74,3,2,2,有,有,9070000,60170,坡道平面,0,0,,RPOPMLQLNHKGFAD08DA,79.85,1.1,10.51,有,
