鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
信義區,房地(土地+建物),臺北市信義區基隆路一段３５０號三樓之６９,9.74,1131204,土地3建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0621124,48.53,0,0,0,無,有,7500000,154544,,0,0,RPPNMLQLKIJGFDA67DA,35.76,0,0,有
士林區,房地(土地+建物),臺北市士林區通河街３２５巷６６之３號,10.88,1131214,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0591210,29.48,1,1,1,有,無,5900000,200136,,0,0,RPTOMLOLKIJGFEA08DA,26.28,1.85,1.35,無
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２３３號九樓之１７,4.49,1131218,土地1建物1車位0,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711215,41.92,1,1,1,有,有,15300000,364981,,0,0,RPTNMLOLKIJGFFA08DA,30.6,0,3.03,有
文山區,房地(土地+建物),臺北市文山區育英街３１巷３６弄３號三樓,34.62,1131203,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640414,92.12,3,2,1,有,無,8100000,87929,,0,0,RPQNMLPLKIJGFAA47EA,92.12,0,0,無
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路三段１３６號二十一樓之１,29.59,1131210,土地2建物1車位1,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100520,339.76,3,2,3,有,有,144276500,424642,坡道平面,0,0,RPTNMLPLKIJGFAA77EA,180.09,7.76,20.18,有
萬華區,房地(土地+建物),臺北市萬華區東園街６６巷２４弄１０號四樓之１,21.39,1131217,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060515,134.94,3,2,2,有,有,22000000,163035,,0,0,RPQPMLLJJIJGFBA07EA,83.18,4.63,8.58,有
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路６２８號十四樓之３,15.31,1131217,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990310,133.2,2,1,1,有,有,16200000,121622,坡道平面,40.64,0,RPRPMLLJJIJGFBA17EA,56.45,3.37,4.66,有
中正區,房地(土地+建物),臺北市中正區中華路一段２１號八樓,38.77,1131219,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0670519,424.82,13,0,13,有,無,66000000,155360,,0,0,RPTNMLPLKIJGFBA87EA,369.82,0,55,有
大安區,房地(土地+建物)+車位,臺北市大安區辛亥路二段４１號十八樓之２,13.29,1131217,土地1建物1車位1,十八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780221,222.61,4,2,3,有,有,62500000,280760,坡道平面,33.09,0,RPSNMLOLKIJGFFA08EA,134.22,3.79,17.82,有
萬華區,房地(土地+建物),臺北市萬華區萬大路４２３巷１０１弄２３號二樓,12.02,1131217,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640403,31.18,0,1,1,有,無,6250000,200449,,0,0,RPSOMLPLKIJGFBA77DA,31.18,0,0,無
萬華區,房地(土地+建物),臺北市萬華區長順街１１９號四樓,28.75,1131208,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0610710,65.11,6,1,2,有,無,8000000,122869,,0,0,RPOPMLQLKIJGFBA57DA,65.11,0,0,無
松山區,房地(土地+建物),臺北市松山區三民路１６７巷３４號,31.68,1131218,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640712,88.78,0,1,2,有,無,30000000,337914,,0,0,RPSNMLPLKIJGFDA87DA,88.78,0,0,無
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２９５號十樓,8.04,1131216,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700120,79.07,4,2,0,有,有,22000000,278234,,0,0,RPPOMLQKKIJGFFA87DA,61.25,0,0,有
萬華區,房地(土地+建物),臺北市萬華區梧州街３０號五樓,25.4,1131207,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,0661208,109.88,4,2,1,有,無,9700000,88278,,0,0,RPPNMLQLKIJGFBA57EA,105.13,0,4.75,無
萬華區,房地(土地+建物),臺北市萬華區西昌街１２４號四樓,20.54,1131202,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0781114,137.54,3,2,2,有,有,21300000,154864,,0,0,RPWNMLQLKIJGFBA28EA,114.41,0,3.3,有
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路五段４５０巷７號八樓之１,48.16,1131218,土地4建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900117,249.23,3,2,2,有,有,28280000,113469,坡道平面,0,0,RPRNMLQLKIJGFCA87EA,138.77,0,13.88,有
松山區,房地(土地+建物),臺北市松山區八德路二段３８３號十二樓之１,3.68,1131219,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750115,41.53,2,1,2,有,有,13500000,325066,,0,0,RPRNMLQLKIJGFDA97EA,32.58,1.58,0,有
士林區,房地(土地+建物)+車位,臺北市士林區雨農路７６號四樓,50.18,1131209,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940505,221.04,4,2,2,有,有,29600000,133912,坡道平面,0,0,RPRNMLQLKIJGFEA08EA,116.76,0,11.27,有
中正區,房地(土地+建物)+車位,臺北市中正區忠孝東路二段１２６號,8.82,1131215,土地2建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0990629,90.73,2,1,1,有,有,32000000,352695,塔式車位,11.03,0,RPUNMLTKKIJGFBA18DA,51.97,2.76,0,有
中正區,房地(土地+建物)+車位,臺北市中正區臨沂街１３巷１５號,10.05,1131215,土地2建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0990629,103.45,3,1,1,有,有,34880000,337168,塔式車位,11.03,0,RPVNMLTKKIJGFBA28DA,53.94,4.12,5.41,有
大同區,房地(土地+建物),臺北市大同區寧夏路１１號三樓之２,7.32,1131219,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0851028,85.66,2,1,1,有,有,15000000,175111,,0,0,RPQOMLKLKIJGFBA07DA,42.28,0,6.96,有
萬華區,房地(土地+建物),臺北市萬華區和平西路三段３８４號二樓之１６,2.92,1131216,土地2建物1車位0,二層,八層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0700706,25.94,1,0,1,有,有,3300000,127217,,0,0,RPXOMLPLKIJGFBA28DA,14.5,0,3.67,有
中正區,房地(土地+建物),臺北市中正區忠孝西路一段４１號三樓之１５,3.03,1131218,土地5建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0680702,33.76,0,0,0,無,有,9189000,272186,,0,0,RPVOMLQLKIJGFBA18DA,27.17,0,0,有
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１２３巷２０弄１２號九樓,4.22,1131212,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0930302,43.14,4,2,2,有,有,8500000,197033,坡道平面,0,0,RPWNMLQLKIJGFCA28DA,18.65,0.26,2.77,有
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路三段１４１號六樓之１,19,1131201,土地1建物1車位1,六層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841110,120.24,2,1,1,有,有,12000000,99800,坡道平面,0,0,RPPNMLLMKIJGFCA27EA,45.69,0,16.23,有
松山區,房地(土地+建物),臺北市松山區八德路四段２９５號二樓,10.2,1131205,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680219,38.07,1,1,2,有,無,4200000,110323,,0,0,RPPNMLRLKIJGFDA87EA,35.48,0,2.58,無
北投區,房地(土地+建物),臺北市北投區崗山路９巷１８號五樓,7.58,1131206,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730814,27.92,3,2,2,有,無,2500000,89542,,0,0,RPRNMLRLKIJGFEA18EA,22.89,0,2.35,無
北投區,房地(土地+建物),臺北市北投區奇岩路３７巷５號五樓,21.12,1131220,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740913,72.79,2,1,1,有,有,8000000,109905,,0,0,RPSNMLRLKIJGFEA28EA,58.23,0,4.26,有
中正區,房地(土地+建物),臺北市中正區南昌路一段５１巷３弄１號三樓之１,10.7,1131216,土地5建物1車位0,三層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0780720,33.37,2,1,1,有,有,3200000,95895,,0,0,RPSNMLRLKIJGFAA77DA,29.82,0,3.54,有
中正區,房地(土地+建物),臺北市中正區林森南路１０號三樓之２,23.73,1131203,土地3建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0660816,164.24,3,2,2,有,有,37500000,228324,,0,0,RPQOMLTLJIJGFBA87DA,124.25,0,22.35,有
中正區,房地(土地+建物)+車位,臺北市中正區漢口街一段５７號十四樓之７,8.51,1131202,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130524,132.39,2,1,1,有,有,41120000,398475,坡道平面,37.98,3500000,RPQOMLTJKIJGFBA77DA,50.92,7.12,3.84,有
