物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
央北頂樓景觀大戶,新北市新店區中山路 漢皇吾岳,住宅大樓,1.2年,建坪60.76,2房(室)2廳2衛,14/14樓,"5,588 萬"
馥華建設風華永傳,新北市板橋區中山路二段 馥華大台北,辦公商業大樓,18.1年,建坪78.43,4房(室)3廳4衛(含加蓋2房(室)1廳--衛),14/14樓,"4,650 萬"
七張裝潢3樓美寓,新北市新店區民族路,公寓,41.6年,建坪31.78,3房(室)2廳2衛,3/5樓,"1,980 萬"
海山鋼骨遠景三房,新北市土城區明德路二段 摩天京華,住宅大樓,27.6年,建坪35.93,3房(室)2廳2衛,17/21樓,"2,398 萬"
永和國小電梯大廈,新北市永和區中正路 潤泰中正國寶,住宅大樓,26.3年,建坪52.39,3房(室)2廳2衛,6/11樓,"3,860 萬"
華城景觀上走別墅,新北市新店區大榮路,透天厝,34.2年,建坪74.48,5房(室)2廳3衛,B1~2/2樓,"4,180 萬"
樹海靜謐三室車,新北市新莊區新樹路 世界盃雅典特區,辦公商業大樓,18.8年,建坪50.06,3房(室)2廳2衛,12/15樓,"1,998 萬"
捷運大宅輕鬆住,新北市土城區中正路 金時代,辦公商業大樓,39.0年,建坪75.68,6房(室)2廳3衛(含加蓋1房(室)--廳--衛),10/10樓,"2,980 萬"
聯合純住低總美宅,新北市新莊區富貴路 永陞聯合公園,住宅大樓,1.9年,建坪19.57,2房(室)2廳1衛,4/21樓,"1,620 萬"
風華SGS嚴選宅,新北市板橋區文化路二段 文化風華,住宅大樓,1.3年,建坪29.20,2房(室)2廳1衛,5/15樓,"1,888 萬"
殿堂樓閣荷怡庭院,新北市板橋區樂群路 合宜A6區,住宅大樓,7.7年,建坪83.81,4房(室)1廳3衛,1/24樓,"3,650 萬"
合宜方正大間4房,新北市板橋區大觀路二段,公寓,40.0年,建坪33.66,4房(室)2廳2衛,5/5樓,"1,498 萬"
亞東捷運大3房,新北市板橋區南雅南路二段 遠揚世界二期,華廈,41.0年,建坪33.51,3房(室)2廳2衛,3/7樓,"2,180 萬"
比漾未來捷運一樓,新北市中和區中山路二段,公寓,44.8年,建坪32.36,3房(室)3廳1衛(含加蓋--房(室)1廳--衛),1/5樓,"2,290 萬"
陽明天地雅致透天,新北市新莊區天祥街,透天厝,37.2年,建坪35.30,5房(室)3廳4衛(含加蓋2房(室)1廳--衛),1~2/2樓,"3,200 萬"
竹林1加2好停車,新北市永和區竹林路,公寓,50.6年,建坪47.96,7房(室)2廳2衛,1~2/4樓,"3,100 萬"
廣福學區五房平車,新北市土城區學府路一段 上泰廣福大廈,住宅大樓,33.2年,建坪73.94,5房(室)2廳2衛(含加蓋1房(室)--廳--衛),3/12樓,"2,980 萬"
捷運丹鳳大戶美宅,新北市新莊區天祥街,公寓,35.7年,建坪39.75,3房(室)2廳2衛,4/5樓,"1,358 萬"
捷運丹鳳大戶美宅,新北市新莊區天祥街,公寓,35.7年,建坪39.75,3房(室)2廳2衛,4/5樓,"1,358 萬"
合陽精裝四房大車,新北市新店區安光路 合陽天擎,住宅大樓,6.9年,建坪71.04,4房(室)2廳3衛,5/23樓,"3,788 萬"
日健芯幸福大露台,新北市板橋區懷仁街 日健芯,住宅大樓,0.8年,建坪28.24,2房(室)2廳1衛,2/15樓,"2,750 萬"
國慶住辦停車一樓,新北市板橋區國慶路,公寓,42.5年,建坪24.68,1房(室)2廳1衛,1/5樓,"1,980 萬"
江翠公園邊間美寓,新北市板橋區松江街,公寓,48.2年,建坪25.62,4房(室)2廳1衛,3/4樓,"1,498 萬"
江畔清風三房安居,新北市新莊區瓊林路 新桂築,華廈,19.8年,建坪46.72,3房(室)2廳2衛,3/8樓,"2,388 萬"
專任萬安邊間三房,新北市新莊區萬安街,公寓,44.7年,建坪21.28,3房(室)2廳1衛,5/5樓,798 萬
專任民西優質三房,新北市新莊區民安西路 民生社會社區,住宅大樓,29.6年,建坪39.55,3房(室)2廳2衛,10/19樓,"1,398 萬"
雙和庭園美妝辦,新北市中和區連勝街 雙和新城,店面,24.6年,建坪32.89,--房(室)2廳2衛(含加蓋--房(室)--廳1衛),1/10樓,"1,868 萬"
世界花園露台戶,新北市土城區莊園街 金城舞5-世界花園,住宅大樓,0.5年,建坪26.82,1房(室)--廳--衛,2/24樓,"1,580 萬"
心境花園,新北市土城區莊園街 金城舞5-世界花園,住宅大樓,0.5年,建坪24.56,2房(室)2廳1衛,18/24樓,"1,698 萬"
庭院樓中樓,新北市土城區學府路一段 新貴族別墅,公寓,36.6年,建坪54.87,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),1~2/4樓,"2,180 萬"
陽光邊間學區二樓,新北市中和區民利街,公寓,46.8年,建坪21.80,3房(室)2廳1衛,2/4樓,"1,180 萬"
美妝高樓公園遠景,新北市永和區永平路 仁愛柏麗,住宅大樓,6.3年,建坪45.03,2房(室)2廳2衛,16/20樓,"3,488 萬"
近捷運大空間一樓,新北市中和區興南路二段,公寓,50.3年,建坪26.90,3房(室)3廳3衛(含加蓋--房(室)1廳1衛),1/4樓,"1,880 萬"
頂溪新時代美妝屋,新北市永和區中山路一段 新時代,住宅大樓,15.1年,建坪18.91,1房(室)1廳1衛,3/15樓,"1,568 萬"
中山聚富黃金角窗,新北市板橋區中山路二段,公寓,40.5年,建坪31.65,--房(室)2廳1衛,1/5樓,"2,390 萬"
央北名仕園美寓,新北市新店區百忍街 中央名仕園,公寓,38.9年,建坪32.05,3房(室)2廳2衛,5/5樓,"1,588 萬"
唯美國賓三房平車,新北市新莊區龍安路 國賓,住宅大樓,25.2年,建坪54.16,3房(室)2廳2衛,9/13樓,"1,999 萬"
首購瓊泰三樓公寓,新北市新莊區瓊泰路,公寓,45.1年,建坪27.52,4房(室)2廳1衛,3/5樓,"1,098 萬"
環球商圈民有三樓,新北市中和區民有街,公寓,38.5年,建坪29.71,3房(室)2廳1.5衛,3/5樓,"1,488 萬"
稀有高樓採光美居,新北市永和區環河西路二段 長隄,住宅大樓,27.7年,建坪25.74,2房(室)2廳1衛,15/18樓,"1,888 萬"
碧潭山水帝王豪邸,新北市新店區新店路 碧潭有約,住宅大樓,16.5年,建坪76.73,3房(室)2廳2衛,17/17樓,"8,888 萬"
藝文中平綠意大戶,新北市新莊區中平路,公寓,36.6年,建坪42.93,5房(室)3廳3衛(含加蓋1房(室)1廳--衛),4~5/5樓,"1,860 萬"
智光美妝雙衛三樓,新北市永和區民享街,公寓,51.2年,建坪22.44,2房(室)2廳2衛,3/4樓,"1,488 萬"
雙語學區高樓三房,新北市新莊區昌平街 宏福新莊,住宅大樓,30.2年,建坪36.58,3房(室)2廳2衛,13/16樓,"1,998 萬"
精美裝潢捷運大城,新北市新莊區昌平街 台北大城,住宅大樓,30.8年,建坪30.13,3房(室)2廳2衛,5/11樓,"1,750 萬"
浪漫滿屋首購三房,新北市新莊區昌平街 浪漫都心,住宅大樓,29.7年,建坪30.81,3房(室)2廳2衛,9/13樓,"1,698 萬"
前後陽台裝潢三房,新北市新莊區昌平街 宏福新莊,住宅大樓,30.2年,建坪32.61,3房(室)2廳2衛,3/16樓,"1,880 萬"
公園景觀四房平車,新北市中和區中安街 御書苑,住宅大樓,29.7年,建坪52.81,4房(室)2廳2衛,8/12樓,"4,388 萬"
中和工業透天廠房,新北市中和區中山路二段,其他,37.8年,建坪237.44,13房(室)10廳8衛(含加蓋11房(室)3廳8衛),B1~3/3樓,"13,600 萬"
中和工業透天廠房,新北市中和區中山路二段,其他,37.8年,建坪237.44,13房(室)10廳8衛(含加蓋11房(室)3廳8衛),B1~3/3樓,"13,600 萬"
卓越景觀三室平車,新北市中和區橋安街 卓越台北,辦公商業大樓,15.0年,建坪80.26,4房(室)2廳3衛,11/13樓,"3,660 萬"
大亨百坪廠辦,新北市中和區橋和路 大亨企業中心NO3,廠辦,26.8年,建坪175.41,3房(室)1廳2衛,4/10樓,"6,548 萬"
中和捷運景觀三室,新北市中和區中山路二段 世界V1,辦公商業大樓,8.7年,建坪44.26,3房(室)2廳1衛,13/15樓,"2,598 萬"
捷運旁大空間廠辦,新北市中和區中山路二段 冠昱工業世界,廠辦,35.9年,建坪85.80,2房(室)2廳1衛,5/8樓,"3,300 萬"
聯上拾玉高樓戶,新北市新店區永新街 聯上拾玉,住宅大樓,1.0年,建坪68.65,#NAME?,15/15樓,"5,988 萬"
香榭園邊間金店辦,新北市中和區中原街 遠雄左岸香榭園,店面,10.8年,建坪59.97,--房(室)1廳1衛,1/26樓,"5,550 萬"
寶徠B棟精裝三房,新北市新店區寶橋路 寶徠花園,住宅大樓,12.0年,建坪60.14,3房(室)2廳2衛,9/28樓,"5,188 萬"
玫瑰正河景雙車位,新北市中和區中原街 遠雄左岸玫瑰園,住宅大樓,11.9年,建坪110.25,3房(室)2廳4衛,18/24樓,"6,880 萬"
明珠特區帝王大戶,新北市板橋區中山路一段 東方明珠,住宅大樓,15.9年,建坪162.27,#NAME?,15/28樓,"10,400 萬"
畫世紀邊間四房,新北市板橋區漢生東路 畫世紀,住宅大樓,16.2年,建坪65.75,4房(室)2廳2衛,11/29樓,"5,398 萬"
華府DC公園豪邸,新北市板橋區中山路一段 華府DC,住宅大樓,19.3年,建坪74.89,3房(室)2廳2衛,6/12樓,"5,850 萬"
板信雙子星豪邸,新北市板橋區縣民大道二段 板信雙子星花園廣場,住宅大樓,16.1年,建坪97.11,4房(室)2廳3衛,13/34樓,"9,688 萬"
國家世紀館美房,新北市板橋區漢生東路 國家世紀館,住宅大樓,18.1年,建坪74.95,4房(室)2廳3衛(含加蓋--房(室)--廳1衛),10/29樓,"6,888 萬"
領御景觀高樓美宅,新北市板橋區中山路一段 領御,住宅大樓,12.9年,建坪104.43,4房(室)2廳3衛,23/29樓,"8,180 萬"
新北地王典藏豪邸,新北市板橋區縣民大道二段 板信雙子星花園廣場,住宅大樓,16.1年,建坪111.15,3房(室)2廳3衛,15/32樓,"9,888 萬"
土城捷運三房車位,新北市土城區光明街 巨勳雲集,華廈,9.8年,建坪50.30,3房(室)2廳2衛,4/10樓,"2,858 萬"
捷運經貿鋼骨廠辦,新北市中和區中山路二段 華隆經貿廣場,廠辦,32.5年,建坪225.20,--房(室)1廳--衛,4/10樓,"8,380 萬"
典雅溫馨雲鼎天際,新北市板橋區縣民大道一段 馥華雲鼎,住宅大樓,10.4年,建坪155.28,4房(室)2廳4衛,20/29樓,"13,800 萬"
板橋車站採光三房,新北市板橋區板新路 薪市鎮龍祥,住宅大樓,27.0年,建坪35.41,3房(室)2廳2衛,3/12樓,"2,538 萬"
頂溪仁愛電梯華廈,新北市永和區仁愛路,華廈,24.5年,建坪38.18,3房(室)2廳1衛,2/5樓,"2,798 萬"
前後陽台雙廁開窗,新北市新莊區新北大道四段 富御匯,辦公商業大樓,9.7年,建坪52.05,3房(室)2廳2衛,8/14樓,"2,650 萬"
鋼骨兩房稀有車,新北市板橋區民生路二段 新板PLUS,住宅大樓,8.1年,建坪30.69,2房(室)1廳1衛,5/13樓,"2,498 萬"
中港副都大店面,新北市新莊區中港路 允棟大樓,華廈,33.3年,建坪126.82,--房(室)2廳4衛,1/10樓,"6,880 萬"
碧瑤質感三房車位,新北市新莊區中平路 藝術國寶,住宅大樓,18.8年,建坪54.29,3房(室)2廳2衛,6/13樓,"2,980 萬"
百坪景觀車庫透天,新北市新店區錦秀路 錦秀社區,透天厝,30.8年,建坪103.26,3房(室)2廳4衛,B1~3/3樓,"2,375 萬"
帝王景觀全新住宅,新北市新莊區中央路 都峰苑一期,住宅大樓,12.5年,建坪105.24,#NAME?,7/19樓,"6,288 萬"
秀朗方正靜巷一樓,新北市永和區秀朗路二段,公寓,47.3年,建坪31.43,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),1/5樓,"1,980 萬"
頂溪捷運稀有大戶,新北市永和區仁愛路,華廈,24.5年,建坪72.63,6房(室)4廳3衛(含加蓋--房(室)1廳--衛),2/5樓,"5,246 萬"
捷運美景兩房車位,新北市新莊區榮華路二段 NY璞緻,住宅大樓,10.3年,建坪29.81,1房(室)2廳1衛,18/21樓,"2,088 萬"
捷運一樓庭院大戶,新北市新店區如意街 北城我家,華廈,28.7年,建坪76.22,6房(室)2廳4衛(含加蓋1房(室)--廳--衛),B1~1/6樓,"2,700 萬"
捷運一樓庭院大戶,新北市新店區如意街 北城我家,華廈,28.7年,建坪76.22,6房(室)2廳4衛(含加蓋1房(室)--廳--衛),B1~1/6樓,"2,700 萬"
幸福新春城豪邸,新北市新莊區思源路 新春城,住宅大樓,14.2年,建坪82.32,3房(室)2廳2衛,11/12樓,"4,700 萬"
玉上園高CP美屋,新北市新店區寶橋路 玉上園,住宅大樓,12.1年,建坪52.71,3房(室)2廳2衛,4/27樓,"3,100 萬"
捷運純住精緻小宅,新北市新莊區榮華路二段 NY璞緻,住宅大樓,10.3年,建坪23.71,1房(室)2廳1衛,7/21樓,"1,680 萬"
捷運精美二房車,新北市新店區北新路一段 HOYA,華廈,17.3年,建坪32.83,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),5/7樓,"2,450 萬"
A3高樓遠景智匯,新北市新莊區福慧路,辦公商業大樓,0.7年,建坪259.09,--房(室)1廳--衛,9/17樓,"14,800 萬"
忠孝德光三房車位,新北市板橋區忠孝路 金富天下,住宅大樓,19.4年,建坪37.59,3房(室)2廳2衛,4/11樓,"2,480 萬"
正面公園電梯四房,新北市板橋區公園街 介壽公園華廈,華廈,38.8年,建坪42.17,4房(室)2廳2衛,5/10樓,"2,880 萬"
建安華府邊間三房,新北市新莊區建安街 台北華府三期,華廈,33.1年,建坪38.98,3房(室)2廳2衛,6/7樓,"1,880 萬"
萬安裝潢黃金三樓,新北市新莊區萬安街,公寓,45.1年,建坪25.59,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),3/5樓,"1,380 萬"
新莊中正景德頂加,新北市新莊區中正路,公寓,45.2年,建坪35.38,5房(室)3廳2衛(含加蓋2房(室)1廳1衛),5/5樓,"1,398 萬"
新和國小邊間四房,新北市新店區永安街 中和100,住宅大樓,30.1年,建坪37.10,4房(室)2廳2衛(含加蓋2房(室)--廳--衛),10/13樓,"1,788 萬"
太陽村方正大三房,新北市板橋區龍泉街 太陽村,住宅大樓,30.7年,建坪37.20,3房(室)2廳2衛,2/12樓,"1,890 萬"
傑克魔術3房車位,新北市板橋區廣和街 傑克的院子,住宅大樓,16.9年,建坪35.50,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),11/13樓,"1,950 萬"
忠孝優雅寧靜二樓,新北市板橋區忠孝路,公寓,45.7年,建坪25.06,3房(室)2廳1衛,2/4樓,"1,430 萬"
捷運裝潢頂佳美宅,新北市新莊區福壽街,公寓,45.7年,建坪27.89,6房(室)2廳5衛(含加蓋3房(室)--廳3衛),5/5樓,"1,298 萬"
三民邊間庭院一樓,新北市新店區三民路,公寓,49.1年,建坪27.16,2房(室)2廳1衛,1/4樓,"2,388 萬"
新店高中捷運公寓,新北市新店區百忍街,公寓,50.9年,建坪28.39,5房(室)4廳2衛(含加蓋2房(室)2廳1衛),4/4樓,"1,850 萬"
采梅正面河岸美宅,新北市中和區中原二街 遠雄左岸采梅園,住宅大樓,11.9年,建坪66.99,2房(室)2廳2衛,18/23樓,"4,288 萬"
新都悅裝潢景觀戶,新北市新莊區榮華路二段 新都悅,住宅大樓,8.7年,建坪58.63,3房(室)2廳2衛,8/19樓,"3,688 萬"
森林公園景觀戶,新北市中和區安平路 森林公園,住宅大樓,26.1年,建坪52.57,4房(室)2廳2衛,12/14樓,"4,198 萬"
中央高樓捷運遠雄,新北市新莊區新北大道三段 遠雄海德公園,住宅大樓,12.3年,建坪143.64,4房(室)2廳4衛,24/25樓,"7,658 萬"
晶華館裝潢三房車,新北市新店區寶橋路 環遊市晶華館,住宅大樓,17.7年,建坪52.25,3房(室)2廳2衛,12/29樓,"4,349 萬"
園頂寧靜四房坡車,新北市新店區中興路二段 園頂,住宅大樓,8.5年,建坪68.08,4房(室)2廳2衛,10/26樓,"4,598 萬"
機能強近捷運新屋,新北市板橋區華興街 新板京王,住宅大樓,14.8年,建坪42.86,3房(室)2廳2衛,3/14樓,"2,698 萬"
正馬路霸氣金店,新北市中和區景新街 巴黎SMART,店面,15.7年,建坪90.69,--房(室)2廳1衛,1~2/13樓,"9,058 萬"
溫莎面校園車,新北市板橋區重慶路 溫莎名園,住宅大樓,25.9年,建坪37.51,3房(室)2廳2衛(含加蓋2房(室)--廳1衛),13/13樓,"1,980 萬"
青山園林電梯別墅,新北市新店區頂城六街 青山鎮一期,透天厝,26.1年,建坪179.90,7房(室)4廳4衛,1~4/4樓,"12,800 萬"
寶徠花園層峰大戶,新北市新店區寶橋路 寶徠花園,住宅大樓,12.0年,建坪151.71,7房(室)2廳4衛(含加蓋3房(室)--廳--衛),28/28樓,"11,000 萬"
敦南C棟河景大戶,新北市新店區中正路 敦南仰望,住宅大樓,9.0年,建坪87.97,3房(室)2廳3衛,3/14樓,"4,270 萬"
雙橡園獨棟透天,新北市新店區雙城路 雙城社區,透天厝,45.1年,建坪52.36,4房(室)3廳3.5衛(含加蓋--房(室)--廳1衛),1~2/2樓,"2,350 萬"
雙橡園獨棟透天,新北市新店區雙城路 雙城社區,透天厝,45.1年,建坪52.36,4房(室)3廳3.5衛(含加蓋--房(室)--廳1衛),1~2/2樓,"2,350 萬"
潤泰華城獨層電梯,新北市新店區禾豐二路 歐洲印象,華廈,27.2年,建坪47.85,3房(室)2廳2衛,2/3樓,"2,080 萬"
捷運後港二樓美寓,新北市新莊區後港一路,公寓,39.7年,建坪30.94,3房(室)2廳2衛,2/5樓,"1,488 萬"
禾豐掬月景觀別墅,新北市新店區禾豐五路 禾豐特區,透天厝,16.3年,建坪129.03,3房(室)4廳4衛(含加蓋--房(室)--廳1衛),B1~3/3樓,"11,000 萬"
頂溪邊間3樓美寓,新北市永和區竹林路,公寓,49.3年,建坪26.19,3房(室)2廳1衛,3/4樓,"1,688 萬"
家樂福邊間三房,新北市板橋區三民路二段 青春舞曲,住宅大樓,29.2年,建坪35.64,3房(室)2廳2衛,12/12樓,"2,280 萬"
綠昂高樓景觀宅,新北市新店區安德街 台北舊金山捷運年代,住宅大樓,30.8年,建坪28.08,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),11/12樓,"1,390 萬"
幸福捷運三房車位,新北市新莊區昌平街 宏福新市(新莊天下居）,住宅大樓,29.5年,建坪48.09,3房(室)2廳2衛,10/15樓,"2,150 萬"
江翠小資首選,新北市板橋區華江一路 江翠ONE,辦公商業大樓,6.7年,建坪28.09,2房(室)1廳1衛,7/19樓,"1,680 萬"
捷和藍京稀有後棟,新北市板橋區民生路二段 捷和藍京,住宅大樓,28.0年,建坪33.16,3房(室)2廳2衛,15/24樓,"2,668 萬"
大空間住店隨意,新北市板橋區縣民大道三段,公寓,52.8年,建坪19.98,1房(室)1廳1衛,1/4樓,"2,560 萬"
綠地寧靜桂冠三房,新北市新莊區立信一街 台北桂冠-凡爾賽,住宅大樓,18.8年,建坪43.81,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),8/13樓,"2,758 萬"
德光裝潢溫馨美居,新北市中和區德光路,公寓,34.8年,建坪21.84,2房(室)2廳2衛,5/5樓,"1,098 萬"
高樓之上幸福剛好,新北市新莊區福美街 禮躍,住宅大樓,6.4年,建坪37.46,2房(室)2廳1衛,15/15樓,"2,280 萬"
溫馨前庭後院透天,新北市新店區長春路 大香山名人鄉村,透天厝,43.6年,建坪42.86,4房(室)2廳3衛(含加蓋--房(室)--廳1衛),1~2/2樓,"2,198 萬"
區公所誠品美寓,新北市新店區五峰路 錦園,公寓,41.4年,建坪28.30,3房(室)2廳2衛,4/5樓,"1,250 萬"
黎明庭院車位一樓,新北市新店區黎明路 黎明清境,公寓,35.3年,建坪58.76,4房(室)3廳2衛,B1~2/4樓,"1,400 萬"
區公所稀有華廈,新北市新店區中興路一段,華廈,44.2年,建坪52.50,2房(室)2廳2衛,3/7樓,"2,988 萬"
101景觀美河市,新北市新店區中央路 美河市,住宅大樓,12.9年,建坪24.20,2房(室)2廳1衛,18/26樓,"2,298 萬"
大坪林高樓美宅,新北市新店區北新路三段 南都大樓,辦公商業大樓,32.7年,建坪14.99,1房(室)--廳1衛,11/12樓,"1,268 萬"
光榮時代三房車位,新北市新店區安民街 光榮時代,住宅大樓,16.4年,建坪51.67,3房(室)2廳2衛,3/13樓,"2,680 萬"
和光鳥鳴花園露台,新北市中和區中原東街 遠雄和光,住宅大樓,6.3年,建坪50.94,2房(室)2廳2衛,4/23樓,"3,398 萬"
永和中正黃金辦公,新北市永和區中正路 統領中正,店面,29.9年,建坪74.63,--房(室)2廳3衛(含加蓋--房(室)1廳1衛),B1~1/18樓,"3,888 萬"
行政園區2樓,新北市新店區中興路一段,公寓,42.7年,建坪26.39,3房(室)2廳2衛,2/5樓,"1,558 萬"
都峰高樓空間捷運,新北市新莊區福壽街 都峰苑二期,住宅大樓,9.4年,建坪54.02,#NAME?,18/19樓,"3,280 萬"
都心純住兩房車位,新北市新莊區中華路三段 漾都心,住宅大樓,4.6年,建坪36.86,2房(室)2廳1衛,4/14樓,"2,360 萬"
邊間獨戶陽光三樓,新北市中和區新生街,公寓,46.9年,建坪28.82,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),3/4樓,"1,368 萬"
近南山門口好停,新北市中和區水源路,公寓,47.1年,建坪31.76,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),1~2/4樓,"2,088 萬"
綠灣101景觀戶,新北市新店區安祥路 綠灣,辦公商業大樓,17.5年,建坪27.15,1房(室)2廳1衛,5/8樓,"1,050 萬"
金城花園景觀兩房,新北市土城區莊園街 金城舞5-世界花園,住宅大樓,0.5年,建坪24.56,2房(室)1廳1衛,15/24樓,"1,628 萬"
新月江翠全新金店,新北市板橋區中正路 富江翠,店面,3.9年,建坪34.30,1房(室)1廳1衛,1/23樓,"2,398 萬"
新月江翠全新金店,新北市板橋區中正路 富江翠,店面,3.9年,建坪34.30,1房(室)1廳1衛,1/23樓,"2,398 萬"
全新未住過三房車,新北市永和區仁愛路 仁愛傳家,住宅大樓,2.7年,建坪40.75,3房(室)2廳2衛,10/12樓,"3,798 萬"
寶地花園精緻3房,新北市新店區安康路二段 寶地花園,華廈,30.2年,建坪29.03,3房(室)2廳1衛,4/8樓,"1,388 萬"
門前可停車樓中樓,新北市土城區中央路一段 敦煌名園,公寓,36.9年,建坪48.66,3房(室)3廳2衛(含加蓋1房(室)--廳--衛),B1~1/5樓,"2,688 萬"
浮洲晨光邊間美宅,新北市板橋區僑中二街,公寓,41.5年,建坪24.83,3房(室)2廳1衛,4/5樓,"1,098 萬"
碧潭國璽捷運豪邸,新北市新店區中興路一段 碧潭國璽,住宅大樓,12.4年,建坪75.51,4房(室)2廳3衛,8/20樓,"5,280 萬"
中和捷運站三房車,新北市中和區連城路 全福吉第,華廈,30.4年,建坪52.00,3房(室)2廳2衛(含加蓋1房(室)1廳1衛),6/6樓,"2,788 萬"
玉上園美裝四房車,新北市新店區寶橋路 玉上園,住宅大樓,12.1年,建坪85.59,4房(室)2廳2衛,11/26樓,"5,600 萬"
墨濤院x珍藏不凡,新北市中和區民安街 墨濤院,住宅大樓,8.2年,建坪50.13,3房(室)2廳3衛,9/21樓,"3,200 萬"
美城美裝稀有四房,新北市新店區永業路 美芝城,公寓,44.8年,建坪33.66,4房(室)2廳1.5衛,4/5樓,898 萬
經典三房美寓,新北市中和區民樂路,公寓,45.0年,建坪26.81,3房(室)2廳1衛,4/5樓,"1,270 萬"
YSL挑高美宅,新北市中和區景平路 捷運YSL,住宅大樓,17.4年,建坪12.66,2房(室)1廳1衛(含加蓋2房(室)--廳--衛),9/12樓,"1,250 萬"
錦和正馬路首選,新北市中和區錦和路,其他,43.2年,建坪26.83,3房(室)2廳1衛,5/5樓,"1,098 萬"
光仁中學熱鬧金店,新北市板橋區懷仁街,店面,45.8年,建坪37.53,--房(室)1廳2衛(含加蓋--房(室)--廳1衛),1/5樓,"3,150 萬"
圓通成家美寓,新北市中和區圓通路,公寓,42.7年,建坪25.02,3房(室)2廳1衛,4/5樓,"1,368 萬"
圓通美妝成家2樓,新北市中和區圓通路,公寓,36.8年,建坪27.49,3房(室)2廳2衛,2/5樓,"1,420 萬"
中港機能裝潢兩房,新北市新莊區中港一街,公寓,47.1年,建坪26.12,2房(室)2廳2衛,4/5樓,"1,299 萬"
高投報優質大倉庫,新北市新莊區民安路,廠辦,30.7年,建坪82.71,#NAME?,2/6樓,"2,380 萬"
裝潢首選電梯四室,新北市新莊區新樹路 輔大金莊,辦公商業大樓,18.1年,建坪51.75,4房(室)2廳2衛,3/10樓,"1,968 萬"
長群優質三室車位,新北市新莊區新樹路 輔大金莊,辦公商業大樓,18.1年,建坪51.88,3房(室)2廳2衛,4/10樓,"1,998 萬"
大坪林雙捷美寓,新北市新店區中興路三段 喜來登社區A,公寓,40.0年,建坪31.69,4房(室)3廳3衛(含加蓋1房(室)1廳1衛),5/5樓,"1,650 萬"
大空間可住可辦公,新北市板橋區廣權路 綠亭居,廠辦,24.8年,建坪72.37,--房(室)1廳1衛,3/10樓,"2,280 萬"
仁愛新村靚靚三房,新北市板橋區仁愛路 仁愛新村,公寓,41.8年,建坪29.81,3房(室)2廳1.5衛,4/5樓,"1,648 萬"
捷運學區晴境好宅,新北市永和區永平路,公寓,36.8年,建坪37.10,3房(室)2廳2衛,3/5樓,"1,880 萬"
光影流轉四季好居,新北市新莊區福德二街 宏普NEW ONE四季館,住宅大樓,13.1年,建坪39.80,3房(室)2廳1衛,3/11樓,"2,188 萬"
捷運電梯收租車位,新北市新莊區五權一路,華廈,31.3年,建坪40.64,6房(室)4廳4衛(含加蓋3房(室)3廳2衛),5/5樓,"2,380 萬"
榮富三房平面車位,新北市新莊區中平路 都市特區,住宅大樓,30.0年,建坪46.56,3房(室)2廳1衛,12/16樓,"1,788 萬"
大馬路潛力金店面,新北市永和區中正路 愛丁堡,店面,37.2年,建坪47.38,--房(室)2廳2衛,1~2/11樓,"3,686 萬"
永安大戶捷運豪邸,新北市永和區永貞路 凱旋臻品,住宅大樓,23.4年,建坪60.17,3房(室)2廳2衛,5/14樓,"3,738 萬"
玫瑰公園方正公寓,新北市板橋區龍泉街,公寓,44.7年,建坪32.22,3房(室)2廳1衛,5/5樓,"1,280 萬"
太陽村邊間大空間,新北市板橋區龍泉街 太陽村,住宅大樓,30.7年,建坪42.18,3房(室)2廳2衛,3/12樓,"2,388 萬"
太陽村邊間大空間,新北市板橋區龍泉街 太陽村,住宅大樓,30.7年,建坪42.18,3房(室)2廳2衛,3/12樓,"2,388 萬"
四維公園優質二樓,新北市板橋區互助街,公寓,46.1年,建坪26.46,3房(室)2廳1衛,2/5樓,"1,380 萬"
新埔非歐挑高大戶,新北市板橋區新海路 非常歐洲,住宅大樓,24.2年,建坪58.80,5房(室)2廳3衛(含加蓋3房(室)--廳1衛),5/23樓,"4,750 萬"
板橋捷運學區金店,新北市板橋區公館街 金華龍邸,店面,27.3年,建坪34.54,--房(室)1廳1衛,1/8樓,"2,800 萬"
中和機能採光美寓,新北市新莊區中和街 聯邦社區,公寓,36.9年,建坪30.79,4房(室)2廳2衛,4/5樓,"1,655 萬"
華固月河水岸景觀,新北市板橋區環河西路四段 華固月河,住宅大樓,2.3年,建坪66.42,3房(室)2廳2衛,23/28樓,"4,888 萬"
裕隆城大店面,新北市新店區中興路二段 寶路生活館,店面,24.3年,建坪208.85,1房(室)2廳2衛,B1~1/17樓,"6,500 萬"
超稀有後港樓中樓,新北市新莊區後港一路,公寓,36.0年,建坪72.65,4房(室)2廳3衛,3~4/5樓,"1,800 萬"
