鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,編號,主建物面積,附屬建物面積,陽台面積,電梯
北區,房地(土地+建物)+車位,臺中市北區進化路５２５號八樓之２,9.03,1090613,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,111.12,2,2,1,有,有,7380000,74411,坡道平面,28.74,1250000,RPQUMLRLKHKGFBB48DA,50.32,0,5.11,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２５號五樓之３,10.5,1090630,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,123.67,2,2,1,有,有,8450000,74386,坡道平面,27.55,1300000,RPRNNLRLKHKGFBB97DA,58.39,0,6.6,有
北區,房地(土地+建物),臺中市北區進化路５２５號五樓之５,10.5,1090620,土地1建物1車位0,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,96.13,2,2,1,有,有,7060000,73442,,0,0,RPTPNLRLKHKGFBB38DA,58.39,0,6.6,有
北區,房地(土地+建物)+車位,臺中市北區進化路５２５號七樓之１,10.16,1090609,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140116,121.2,2,2,1,有,有,8330000,74951,坡道平面,28.74,1400000,RPPNOLRLKHKGFBB87DA,56,0,6.52,有
西屯區,房地(土地+建物)+車位,臺中市西屯區櫻城一街１５８號八樓之２,22.34,1090620,土地2建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131121,157,3,2,2,有,有,16050000,109519,坡道平面,23.69,1450000,RPTUMLRKLHKGFCB88DA,82.44,0,5.4,有
西屯區,房地(土地+建物)+車位,臺中市西屯區櫻城一街１５８號十樓之３,24.03,1090610,土地2建物1車位2,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131121,171.5,3,2,2,有,有,15850000,105140,坡道平面,47.38,2800000,RPPVMLRKLHKGFCB58DA,76.52,0,5.4,有
西屯區,房地(土地+建物)+車位,臺中市西屯區櫻城一街１５８號十一樓之２,22.34,1090626,土地2建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131121,157,3,2,2,有,有,15510000,105844,坡道平面,23.69,1400000,RPSVMLRKLHKGFCB88DA,82.44,0,5.4,有
西屯區,房地(土地+建物)+車位,臺中市西屯區櫻城一街１５８號十四樓之２,22.34,1090603,土地2建物1車位1,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131121,157,3,2,2,有,有,16350000,110644,坡道平面,23.69,1600000,RPONNLRKLHKGFCB77DA,82.44,0,5.4,有
西屯區,房地(土地+建物)+車位,臺中市西屯區櫻城一街１５６號十八樓之５,24.28,1090629,土地2建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131121,170.62,3,2,2,有,有,17500000,109576,坡道平面,23.69,1400000,RPRONLRKLHKGFCB18DA,87.29,0,9.55,有
西屯區,房地(土地+建物)+車位,臺中市西屯區櫻城一街１５８號十九樓之３,21.01,1090619,土地2建物1車位1,十九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131121,147.8,3,2,2,有,有,15100000,110386,坡道平面,23.69,1400000,RPTNMLSKLHKGFCB28DA,76.52,0,5.4,有
