鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號六樓之５,14.37,住,,,1100911,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,174.97,3,1,2,有,有,14970000,92771,坡道平面,26.54,1200000,預售屋、或土地及建物分件登記案件；,RPQPMLOLLHKGFAD87DA,82.42,7.65,5.17,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號七樓之３,13.06,住,,,1100930,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,161.49,3,2,2,有,有,14270000,96851,坡道平面,26.54,1200000,本案於112年11月16日讓渡，其權利契約買賣價格不變預售屋、或土地及建物分件登記案件；,RPXPMLOLLHKGFAD58DA,79.67,2.98,3.94,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號二十四樓之３,13.26,住,,,1100918,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,163.45,2,1,2,有,有,15540000,103280,坡道平面,26.54,1400000,預售屋、或土地及建物分件登記案件；,RPROMLKMLHKGFAD57DA,80.97,2.98,3.94,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號四樓之５,14.37,住,,,1100930,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,174.97,3,2,2,有,有,14360000,88661,坡道平面,26.54,1200000,本案於113年8月24日讓渡，其權利契約買賣價格不變預售屋、或土地及建物分件登記案件；,RPSOMLLLLHKGFAD67DA,82.42,7.65,5.17,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號八樓之３,13.06,住,,,1100908,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,161.49,3,2,2,有,有,14150000,94479,坡道平面,26.54,1400000,預售屋、或土地及建物分件登記案件；,RPXOMLPLLHKGFAD58DA,79.67,2.98,3.94,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號二樓之６,14.45,住,,,1100930,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,176.17,3,1,2,有,有,15160000,93297,坡道平面,26.54,1200000,預售屋、或土地及建物分件登記案件；,RPRRNLMJOHKGFAD18DA,87.71,0,8.29,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號二十一樓之５,14.41,住,,,1100930,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,175.56,2,1,2,有,有,16940000,104281,坡道平面,26.54,1400000,預售屋、或土地及建物分件登記案件；,RPOSNLMJOHKGFAD97DA,82.79,7.65,5.17,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十樓之５,14.37,住,,,1100807,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,174.97,3,2,2,有,有,15350000,93984,坡道平面,26.54,1400000,本案於112年10月20日讓渡，其權利契約買賣價格不變預售屋、或土地及建物分件登記案件；,RPUNMLRLLHKGFAD38DA,82.42,7.65,5.17,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十六樓之３,13.26,住,,,1100827,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,163.45,3,2,2,有,有,14260000,93930,坡道平面,26.54,1400000,1.本案於111年8月12日讓渡，其權利契約買賣價格1432萬元1.本案於112年5月9日讓渡，其權利契約買賣價格1440萬元預售屋、或土地及建物分件登記案件；,RPVOMLSLLHKGFAD68DA,80.97,2.98,3.94,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十九樓之５,14.41,住,,,1100804,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,175.56,3,2,2,有,有,15850000,96296,坡道平面,26.54,1500000,1.本案於111年6月9日讓渡，其權利契約買賣價格1595萬元2.本案於111年8月5日讓渡，其權利契約買賣價格1650萬元預售屋、或土地及建物分件登記案件；,RPVQMLSLLHKGFAD88DA,82.79,7.65,5.17,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十樓之７,14.27,住,,,1100807,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,174.02,3,2,2,有,有,14910000,91606,坡道平面,26.54,1400000,本案於112年10月18日讓渡，其權利契約買賣價格不變預售屋、或土地及建物分件登記案件；,RPOOMLRLLHKGFAD87DA,85.29,5.53,3.8,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十四樓之２,14.8,住,,,1100807,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,179.58,4,2,2,有,有,16180000,96903,坡道平面,26.54,1350000,預售屋、或土地及建物分件登記案件；,RPVPMLNJOHKGFAD38DA,89.06,4.2,4.95,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十一樓之６,15.22,住,,,1100723,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,183.88,2,2,2,有,有,15970000,92602,坡道平面,26.54,1400000,預售屋、或土地及建物分件登記案件；,RPVOMLRLLHKGFAD58DA,87.71,4.97,8.29,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十三樓之５,14.37,住,,,1100731,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,174.97,3,2,2,有,有,15170000,92771,坡道平面,26.54,1400000,預售屋、或土地及建物分件登記案件；,RPWPMLRLLHKGFAD78DA,82.42,7.65,5.17,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十三樓之７,14.27,住,,,1100703,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,174.02,3,2,2,有,有,14310000,89910,坡道平面,26.54,1050000,本案於111年6月24日讓渡，其權利契約買賣價格1451萬元預售屋、或土地及建物分件登記案件；,RPOQMLRLLHKGFAD08DA,85.29,5.53,3.8,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十九樓之３,13.26,住,,,1100710,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,163.45,3,2,2,有,有,14140000,93054,坡道平面,26.54,1400000,預售屋、或土地及建物分件登記案件；,RPUQMLSLLHKGFAD78DA,80.97,2.98,3.94,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號二十樓之１,14.96,住,,,1100705,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,181.23,3,1,2,有,有,16750000,97938,坡道平面,26.54,1600000,預售屋、或土地及建物分件登記案件；,RPORMLSLLHKGFAD28DA,87.78,4.28,7.25,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十一樓之２,14.86,住,,,1100710,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,180.17,2,2,2,有,有,15280000,90347,坡道平面,26.54,1400000,預售屋、或土地及建物分件登記案件；,RPSOMLRLLHKGFAD28DA,89.43,4.2,4.95,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號四樓之７,14.27,住,,,1100724,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,174.02,3,2,2,有,有,13620000,84554,坡道平面,26.54,1150000,預售屋、或土地及建物分件登記案件；,RPUOMLLLLHKGFAD87DA,85.29,5.53,3.8,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十一樓之７,14.27,住,,,1100727,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,177.31,3,2,2,有,有,14610000,89232,坡道平面,29.83,1450000,預售屋、或土地及建物分件登記案件；,RPWOMLRLLHKGFAD68DA,85.29,5.53,3.8,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十四樓之５,14.41,住,,,1100705,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,175.56,3,2,2,有,有,15290000,92873,坡道平面,26.54,1450000,預售屋、或土地及建物分件登記案件；,RPRQMLRLLHKGFAD38DA,82.79,7.65,5.17,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號二十樓之２,14.8,住,,,1100731,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,179.58,3,1,2,有,有,16510000,98732,坡道平面,26.54,1400000,預售屋、或土地及建物分件登記案件；,RPVRNLMJOHKGFAD58DA,89.06,4.2,4.95,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號十二樓之７,14.27,住,,,1100723,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,174.02,3,2,2,有,有,14370000,89300,坡道平面,26.54,1200000,預售屋、或土地及建物分件登記案件；,RPRRMLNJOHKGFAD18DA,85.29,5.53,3.8,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號二十樓之６,15.22,住,,,1100719,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,183.88,3,2,2,有,有,16860000,97623,坡道平面,26.54,1500000,預售屋、或土地及建物分件登記案件；,RPTRMLNJOHKGFAD38DA,87.71,4.97,8.29,有,
北區,房地(土地+建物)+車位,臺南市北區海安路三段３０９號九樓之１,14.96,住,,,1100628,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140313,181.23,3,2,2,有,有,15750000,91473,坡道平面,26.54,1600000,本案於113年3月28日讓渡，其權利契約買賣價格1582萬元預售屋、或土地及建物分件登記案件；,RPRPMLPLLHKGFAD08DA,87.78,4.28,7.25,有,
