鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３２９號十四樓之１,14.71,商,,,1140430,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040901,153.69,3,2,2,有,有,16600000,108010,坡道平面,19.97,0,,RPQNMLTJOHKGFJB98DA,78.37,3.3,10.53,有,1916,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３２９號八樓之３,17,商,,,1140428,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040901,177.09,3,2,2,有,有,18560000,104805,坡道平面,23.17,0,,RPSRMLLJPHKGFJB88DA,91.05,3.18,11.86,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３６６號四樓之１８,16.22,商,,,1140409,土地1建物1車位1,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060520,187.93,3,2,2,有,有,10900000,58000,坡道平面,25.79,0,,RPTNMLSJPHKGFJB66DA,90.24,4.56,13.54,有,1995,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路１３０號十一樓,18.42,住,,,1140304,土地3建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870626,139.39,4,2,2,有,有,12800000,91829,坡道機械,0,0,,RPXNMLSJMHKGFJB76DA,94.98,0,11.38,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路７０號四樓,13.25,住,,,1140227,土地2建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840728,104.12,3,2,2,有,有,7500000,72032,坡道機械,0,0,本案件依土地法第34條之1辦理。,RPPNMLLKPHKGFJB28DA,76.58,0,11.7,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十一樓之２,21.85,住,,,1130917,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,17390000,121228,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPQQMLNJPHKGFJB78DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號九樓之３,21.08,住,,,1130920,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,16560000,119023,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPUOMLLKQHKGFJB98DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十一樓之３,21.08,住,,,1130914,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,17000000,121728,坡道平面,27.4,1700000,預售屋、或土地及建物分件登記案件；,RPQPMLLKQHKGFJB68DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十樓之２,21.85,住,,,1130817,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,17320000,119923,坡道平面,27.4,1700000,預售屋、或土地及建物分件登記案件；,RPTPMLNJPHKGFJB98DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號九樓之１,24.88,住,,,1130826,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,201.59,4,2,2,有,有,21000000,119337,坡道平面,53.27,3300000,預售屋、或土地及建物分件登記案件；,RPVOMLLKQHKGFJB09DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十樓之３,21.08,住,,,1130817,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,16630000,119580,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPXOMLLKQHKGFJB66DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十二樓之３,21.08,住,,,1130707,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,16890000,120853,坡道平面,27.4,1700000,預售屋、或土地及建物分件登記案件；,RPPNMLLLPHKGFJB38DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十五樓之２,21.85,住,,,1130629,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,17500000,121305,坡道平面,27.4,1700000,預售屋、或土地及建物分件登記案件；,RPOQMLLKQHKGFJB58DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十二樓之２,21.85,住,,,1120924,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,17400000,120537,坡道平面,27.4,1700000,預售屋、或土地及建物分件登記案件；,RPSQMLNJPHKGFJB98DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十樓之３,21.08,住,,,1111113,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,15350000,110192,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPPPMLLKQHKGFJB58DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十一樓之３,21.08,住,,,1110804,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,15150000,107805,坡道平面,27.4,1600000,114.01.17夫妻讓渡預售屋、或土地及建物分件登記案件；,RPVOMLQLQHKGFJB07DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號九樓之２,21.85,住,,,1110702,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,14720000,100729,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPTOMLNJPHKGFJB88DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號二樓之３,21.08,住,,,1110601,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12720000,89267,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPSPMLLJPHKGFJB68DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號二樓之３,21.08,住,,,1110626,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12640000,87835,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPRNMLLKQHKGFJB58DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十一樓之２,21.85,住,,,1110601,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,14880000,101958,坡道平面,27.4,1600000,112.09.21讓渡1538萬預售屋、或土地及建物分件登記案件；,RPUOMLQLQHKGFJB96DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十樓之１,24.88,住,,,1110527,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,16410000,100526,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPOPMLLKQHKGFJB48DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號九樓之１,24.88,住,,,1110514,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,203.12,4,2,2,有,有,17760000,99515,坡道平面,54.8,3000000,預售屋、或土地及建物分件登記案件；,RPTOMLQLQHKGFJB86DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號二樓之１,24.88,住,,,1110424,土地1建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,203.12,4,2,2,有,有,17300000,96413,坡道平面,54.8,3000000,預售屋、或土地及建物分件登記案件；,RPTPMLLJPHKGFJB78DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號九樓之２,21.85,住,,,1110405,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,14720000,100729,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPWOMLLKQHKGFJB56DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號二樓之２,21.85,住,,,1110320,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,14960000,102572,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPOPMLLJPHKGFJB28DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號九樓之３,21.08,住,,,1110329,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,14230000,100485,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPSPMLNJPHKGFJB88DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號五樓之１,24.88,住,,,1110305,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,14900000,90345,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPWNMLLKQHKGFJB09DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十一樓之１,24.88,住,,,1110310,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,203.12,4,2,2,有,有,18140000,100728,坡道平面,54.8,3200000,114.07.16夫妻讓渡預售屋、或土地及建物分件登記案件；,RPRPMLLKQHKGFJB78DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號三樓之２,21.85,住,,,1110221,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,13050000,88676,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPVQMLLJPHKGFJB09DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號八樓之１,24.88,住,,,1110213,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,15350000,93379,坡道平面,27.4,1500000,114.01.02夫妻讓渡預售屋、或土地及建物分件登記案件；,RPTNMLNJPHKGFJB78DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號四樓之２,21.85,住,,,1110227,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,13210000,89904,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPVNMLLKQHKGFJB98DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號四樓之１,24.88,住,,,1110101,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,174.19,4,2,2,有,有,14720000,89132,坡道平面,25.87,1500000,預售屋、或土地及建物分件登記案件；,RPXQMLLJPHKGFJB66DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號四樓之３,21.08,住,,,1110103,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12050000,83141,坡道平面,27.4,1600000,111.09.06讓渡1260萬預售屋、或土地及建物分件登記案件；,RPQRMLLJPHKGFJB68DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號五樓之２,21.85,住,,,1110109,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,13250000,90211,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPOSMLLJPHKGFJB58DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號六樓之２,21.85,住,,,1110101,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,156.12,3,2,2,有,有,12440000,84760,坡道平面,25.87,1400000,預售屋、或土地及建物分件登記案件；,RPSSMLLJPHKGFJB98DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號七樓之２,21.85,住,,,1110102,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,12920000,87678,坡道平面,27.4,1500000,111.04.19讓渡1342萬預售屋、或土地及建物分件登記案件；,RPRNMLNJPHKGFJB58DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號八樓之２,21.85,住,,,1110101,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,13100000,88292,坡道平面,27.4,1600000,111.06.27讓渡1314萬預售屋、或土地及建物分件登記案件；,RPUNMLNJPHKGFJB88DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號八樓之３,21.08,住,,,1110101,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12450000,86323,坡道平面,27.4,1600000,111.04.26讓渡1245萬預售屋、或土地及建物分件登記案件；,RPROMLNJPHKGFJB68DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十三樓之２,21.85,住,,,1110105,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,13800000,94434,坡道平面,27.4,1500000,111.01.25讓渡金額不變預售屋、或土地及建物分件登記案件；,RPWRMLNJPHKGFJB86DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十三樓之３,21.08,住,,,1110101,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,180.49,3,2,2,有,有,14520000,89267,坡道平面,54.8,3300000,112.08.10讓渡1300萬113.12.20加購車位預售屋、或土地及建物分件登記案件；,RPXRMLNJPHKGFJB96DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十四樓之３,21.08,住,,,1110109,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,151.56,3,2,2,有,有,13650000,97462,坡道平面,25.87,1400000,預售屋、或土地及建物分件登記案件；,RPTNMLKKPHKGFJB58DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十五樓之３,21.08,住,,,1110105,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,13350000,94280,坡道平面,27.4,1500000,111.05.30讓渡1335萬預售屋、或土地及建物分件登記案件；,RPOOMLKKPHKGFJB18DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號三樓之３,21.08,住,,,1110116,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12520000,87676,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPSNMLLKQHKGFJB68DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號四樓之２,21.85,住,,,1110102,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,156.12,3,2,2,有,有,12230000,83148,坡道平面,25.87,1400000,112.05.04讓渡金額不變預售屋、或土地及建物分件登記案件；,RPTNMLLKQHKGFJB78DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號五樓之３,21.08,住,,,1110103,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12160000,84016,坡道平面,27.4,1600000,111.01.19讓渡1252萬114.01.09夫妻讓渡預售屋、或土地及建物分件登記案件；,RPOOMLLKQHKGFJB38DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號八樓之３,21.08,住,,,1110101,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12650000,87915,坡道平面,27.4,1600000,112.01.17讓渡1305萬預售屋、或土地及建物分件登記案件；,RPTOMLLKQHKGFJB88DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十三樓之１,24.88,住,,,1110116,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,15900000,96413,坡道平面,27.4,1600000,113.01.25讓渡1650萬預售屋、或土地及建物分件登記案件；,RPUPMLLKQHKGFJB09DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十四樓之２,21.85,住,,,1110117,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,14350000,97889,坡道平面,27.4,1600000,113.06.20讓渡1470萬預售屋、或土地及建物分件登記案件；,RPVPMLLKQHKGFJB56DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號七樓之２,21.85,住,,,1110101,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,12800000,85988,坡道平面,27.4,1600000,111.03.17讓渡金額不變預售屋、或土地及建物分件登記案件；,RPQQMLLKQHKGFJB78DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號七樓之３,21.08,住,,,1110101,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12370000,85687,坡道平面,27.4,1600000,111.03.31讓渡金額不變預售屋、或土地及建物分件登記案件；,RPPNMLNKQHKGFJB58DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號五樓之２,21.85,住,,,1110101,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,12350000,83301,坡道平面,27.4,1500000,113.04.11讓渡1333萬預售屋、或土地及建物分件登記案件；,RPQNMLNKQHKGFJB68DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號三樓之１,24.88,住,,,1110103,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,203.12,4,2,2,有,有,15980000,87513,坡道平面,54.8,3000000,112.09.14讓渡金額1667萬預售屋、或土地及建物分件登記案件；,RPWNMLQLQHKGFJB07DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號三樓之２,21.85,住,,,1110101,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,11760000,78772,坡道平面,27.4,1500000,112.09.14讓渡金額不變預售屋、或土地及建物分件登記案件；,RPXNMLQLQHKGFJB17DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號三樓之３,21.08,住,,,1110101,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,151.56,3,2,2,有,有,11260000,78447,坡道平面,25.87,1400000,113.05.23讓渡1255萬預售屋、或土地及建物分件登記案件；,RPOOMLQLQHKGFJB98DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十四樓之１,24.88,住,,,1110117,土地1建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,201.59,4,2,2,有,有,17420000,95874,坡道平面,53.27,3200000,預售屋、或土地及建物分件登記案件；,RPWOMLQLQHKGFJB17DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號五樓之１,24.88,住,,,1101230,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,14450000,87311,坡道平面,27.4,1500000,112.04.27讓渡1450萬預售屋、或土地及建物分件登記案件；,RPXRMLLJPHKGFJB76DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號六樓之１,24.88,住,,,1101216,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,14340000,85895,坡道平面,27.4,1600000,111.03.24讓渡金額不變預售屋、或土地及建物分件登記案件；,RPRSMLLJPHKGFJB88DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號六樓之３,21.08,住,,,1101229,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12200000,85130,坡道平面,27.4,1500000,111.09.26讓渡金額不變預售屋、或土地及建物分件登記案件；,RPTSMLLJPHKGFJB09DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號六樓之１,24.88,住,,,1101226,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,14340000,85895,坡道平面,27.4,1600000,111.03.15讓渡金額不變預售屋、或土地及建物分件登記案件；,RPVSMLLJPHKGFJB66DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號六樓之２,21.85,住,,,1101228,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,156.12,3,2,2,有,有,13530000,92361,坡道平面,25.87,1500000,預售屋、或土地及建物分件登記案件；,RPXSMLLJPHKGFJB86DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號八樓之１,24.88,住,,,1101230,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,14900000,90345,坡道平面,27.4,1500000,預售屋、或土地及建物分件登記案件；,RPWNMLNJPHKGFJB09DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號八樓之２,21.85,住,,,1101224,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,156.12,3,2,2,有,有,12880000,88138,坡道平面,25.87,1400000,111.11.14讓渡1300萬預售屋、或土地及建物分件登記案件；,RPXNMLNJPHKGFJB56DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十三樓之３,21.08,住,,,1101224,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,180.49,3,2,2,有,有,14520000,90858,坡道平面,54.8,3100000,111.12.26讓渡金額不變113.12.20增購車位預售屋、或土地及建物分件登記案件；,RPVRMLNJPHKGFJB76DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號四樓之３,21.08,住,,,1101230,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12640000,87835,坡道平面,27.4,1600000,預售屋、或土地及建物分件登記案件；,RPUNMLLKQHKGFJB88DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號六樓之３,21.08,住,,,1101231,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,12200000,85130,坡道平面,27.4,1500000,111.01.24讓渡金額不變預售屋、或土地及建物分件登記案件；,RPPOMLLKQHKGFJB48DA,74.49,0,8.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號七樓之１,24.88,住,,,1101229,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,175.72,4,2,2,有,有,15470000,92840,坡道平面,27.4,1700000,111.04.25讓渡1553萬預售屋、或土地及建物分件登記案件；,RPQOMLLKQHKGFJB58DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號七樓之１,24.88,住,,,1101229,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,200.06,4,2,2,有,有,16700000,92368,坡道平面,51.74,3000000,114.01.14二等親讓渡1/2，讓渡金額不變預售屋、或土地及建物分件登記案件；,RPROMLLKQHKGFJB68DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十三樓之１,24.88,住,,,1101227,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,174.19,4,2,2,有,有,15800000,96413,坡道平面,25.87,1500000,預售屋、或土地及建物分件登記案件；,RPSPMLLKQHKGFJB88DA,88.43,0,9.81,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３７號十三樓之２,21.85,住,,,1101226,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,157.65,3,2,2,有,有,13540000,91670,坡道平面,27.4,1600000,111.03.31讓渡金額不變預售屋、或土地及建物分件登記案件；,RPTPMLLKQHKGFJB98DA,76.55,0,9.74,有,,
太平區,房地(土地+建物)+車位,臺中市太平區育賢路３９號十四樓之３,21.08,住,,,1101224,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140604,153.09,3,2,2,有,有,13000000,91495,坡道平面,27.4,1500000,111.04.07讓渡金額不變預售屋、或土地及建物分件登記案件；,RPWPMLLKQHKGFJB66DA,74.49,0,8.77,有,,
