鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號十樓之１,18.42,住,,,1130311,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,119.2,2,2,1,有,有,11620000,110566,坡道平面,27.49,1480000,預售屋、或土地及建物分件登記案件；,RPRRMLTKOHKGFJB96DA,50.97,0,8.78,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號五樓之３,23.34,住,,,1130327,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,152.06,3,2,2,有,有,15150000,105673,坡道平面,24.78,1700000,預售屋、或土地及建物分件登記案件；,RPVOMLLLLHKGFJB68DA,75.73,0,7.06,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６７號七樓之１,24.77,住,,,1130319,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,155.19,3,2,2,有,有,15250000,107290,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPTNMLLJPHKGFJB58DA,71.51,0,10.79,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６７號十二樓之２,24.77,住,,,1130329,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,155.19,3,2,2,有,有,15400000,107685,坡道平面,28.71,1780000,預售屋、或土地及建物分件登記案件；,RPWNMLLJPHKGFJB88DA,71.51,0,10.79,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６７號三樓之５,24.77,住,,,1130329,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,154.67,3,2,2,有,有,14730000,104398,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPROMLLJPHKGFJB48DA,71.75,0,10.23,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號十五樓之３,17,住,,,1130317,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,115.92,2,2,1,有,有,11090000,106758,坡道平面,28.62,1770000,預售屋、或土地及建物分件登記案件；,RPTNMLTJPHKGFJB76DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６８號六樓之５,22.87,住,,,1130316,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,144.87,3,2,2,有,有,14380000,107395,坡道平面,27.36,1760000,預售屋、或土地及建物分件登記案件；,RPWNMLMLPHKGFJB56DA,71.66,0,6.54,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６８號六樓之３,17,住,,,1130305,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.65,2,2,1,有,有,11320000,109520,坡道平面,27.36,1760000,113.9.20權利轉讓總價為新台幣1132萬元整兄弟113.9.30權利轉讓總價為新台幣1132萬元整配偶預售屋、或土地及建物分件登記案件；,RPVNMLNLPHKGFJB56DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號十二樓之５,18.42,住,,,1130329,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,120.43,2,2,1,有,有,11630000,108482,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPXNMLNLPHKGFJB76DA,50.97,0,8.78,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號十二樓之１,18.42,住,,,1130313,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,122.61,2,2,1,有,有,12080000,109691,坡道平面,28.71,1780000,預售屋、或土地及建物分件登記案件；,RPQPMLRJQHKGFJB56DA,52.46,0,8.66,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６８號十二樓之３,17,住,,,1130321,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.65,2,2,1,有,有,11470000,111238,坡道平面,27.36,1760000,預售屋、或土地及建物分件登記案件；,RPPRMLRJQHKGFJB66DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２８３號,14.61,住,,,1130328,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1140321,99.85,0,0,0,無,有,10730000,127833,坡道平面,27.49,1480000,預售屋、或土地及建物分件登記案件；,RPVNMLKLQHKGFJB98DA,46.22,0,0.89,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號十二樓之５,24.45,住,,,1130329,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,157.75,3,2,2,有,有,15890000,106716,坡道平面,24.78,1700000,預售屋、或土地及建物分件登記案件；,RPRNMLTLQHKGFJB86DA,78.45,0,8.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６６號八樓之３,17,住,,,1130205,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.65,2,2,1,有,有,11400000,110436,坡道平面,27.36,1760000,預售屋、或土地及建物分件登記案件；,RPTNMLPJOHKGFJB88DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號十四樓之１,24.08,住,,,1130219,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,160.18,3,2,2,有,有,14920000,100939,坡道平面,29.21,1700000,預售屋、或土地及建物分件登記案件；,RPRNMLLLKHKGFJB08DA,78.4,0,7.45,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號十五樓之１,24.08,住,,,1130225,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,163.75,3,2,2,有,有,14800000,100031,坡道平面,32.79,1700000,預售屋、或土地及建物分件登記案件；,RPSNMLLLKHKGFJB18DA,78.4,0,7.45,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號十五樓之３,18.42,住,,,1130207,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,123.61,2,2,1,有,有,11580000,105374,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPWOMLLKOHKGFJB98DA,51.94,0,9.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號十三樓之１,18.42,住,,,1130206,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,122.61,2,2,1,有,有,11910000,110011,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPPPMLLKOHKGFJB38DA,52.46,0,8.66,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號十三樓之１,18.42,住,,,1130206,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,119.2,2,2,1,有,有,11750000,109803,坡道平面,27.49,1680000,預售屋、或土地及建物分件登記案件；,RPRPMLLKOHKGFJB58DA,50.97,0,8.78,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６６號八樓之５,23.45,住,,,1130218,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,146.28,3,2,2,有,有,14560000,107635,坡道平面,27.36,1760000,113.10.8權利轉讓總價為新台幣1456萬元整母子預售屋、或土地及建物分件登記案件；,RPVNMLPJOHKGFJB09DA,72.53,0,6.54,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號十二樓之３,17,住,,,1130216,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.65,2,2,1,有,有,11110000,107114,坡道平面,27.36,1760000,預售屋、或土地及建物分件登記案件；,RPROMLPJOHKGFJB78DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號四樓之５,23.45,住,,,1130212,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,145.39,3,2,2,有,有,14080000,105227,坡道平面,27.36,1660000,113.9.20權利轉讓總價為新台幣1408萬元整配偶113.10.1權利轉讓總價為新台幣1408萬元整兄妹預售屋、或土地及建物分件登記案件；,RPQNMLKLOHKGFJB28DA,71.59,0,6.95,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號十二樓之２,17.15,住,,,1130205,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,113.43,2,2,1,有,有,10650000,107059,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPPQMLTKOHKGFJB66DA,50.81,0,4.39,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６９號三樓之１,24.77,住,,,1130220,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,155.19,3,2,2,有,有,15020000,105471,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPRSMLTKOHKGFJB07DA,71.51,0,10.79,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號七樓之３,23.34,住,,,1130206,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,152.06,3,2,2,有,有,14990000,105987,坡道平面,24.78,1500000,預售屋、或土地及建物分件登記案件；,RPXOMLLLLHKGFJB88DA,75.73,0,7.06,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號,17.15,住,,,1130202,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,116.35,2,2,1,有,有,11620000,113419,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPVPMLLJPHKGFJB98DA,52.06,0,5.04,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號六樓之３,18.42,住,,,1130229,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,123.61,2,2,1,有,有,11380000,103267,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPXPMLLJPHKGFJB56DA,51.94,0,9.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號十樓之５,18.42,住,,,1130215,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,119.2,2,2,1,有,有,11350000,106531,坡道平面,27.49,1580000,預售屋、或土地及建物分件登記案件；,RPSQMLLJPHKGFJB78DA,50.97,0,8.78,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號五樓之１,18.42,住,,,1130222,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,122.61,2,2,1,有,有,11860000,108413,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPXOMLQKPHKGFJB07DA,52.46,0,8.66,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號十三樓之２,19.06,住,,,1130206,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,123.79,2,2,1,有,有,12200000,110644,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPPQMLQKPHKGFJB09DA,52.11,0,9.78,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６９號十三樓之１,24.77,住,,,1130221,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,155.19,3,2,2,有,有,15500000,109266,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPUOMLMLPHKGFJB09DA,71.51,0,10.79,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２８５號,13.97,住,,,1130222,土地1建物1車位1,一層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1140321,97.05,0,0,0,無,有,10380000,126509,坡道平面,27.49,1580000,預售屋、或土地及建物分件登記案件；,RPUPMLMLPHKGFJB56DA,40.85,0,4.48,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６６號十樓之３,17,住,,,1130219,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,113.93,2,2,1,有,有,11390000,112027,坡道平面,26.63,1610000,113.10.8權利轉讓總價為新台幣1139萬元整配偶預售屋、或土地及建物分件登記案件；,RPVNMLPJQHKGFJB66DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號三樓之３,25.19,住,,,1130226,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,184.78,3,2,2,有,有,16670000,100355,坡道平面,49.56,3100000,預售屋、或土地及建物分件登記案件；,RPWPMLLLKHKGFJB78DA,80.35,0,8.29,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號四樓之３,18.42,住,,,1130229,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,122.39,2,2,1,有,有,11200000,102424,坡道平面,27.49,1480000,預售屋、或土地及建物分件登記案件；,RPSPMLRJQHKGFJB76DA,51.94,0,9.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號十一樓之６,21.69,住,,,1130224,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,137.92,3,2,2,有,有,13890000,108810,坡道平面,27.36,1860000,預售屋、或土地及建物分件登記案件；,RPTNMLOJQHKGFJB98DA,66.4,0,7.21,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６８號四樓之３,17,住,,,1130206,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.65,2,2,1,有,有,10930000,106198,坡道平面,27.36,1660000,預售屋、或土地及建物分件登記案件；,RPORMLRJQHKGFJB56DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號五樓之３,18.42,住,,,1130221,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,123.61,2,2,1,有,有,11330000,102740,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPROMLPKQHKGFJB09DA,51.94,0,9.77,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６６號五樓之２,23.45,住,,,1130217,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,146.28,3,2,2,有,有,14150000,105029,坡道平面,27.36,1660000,預售屋、或土地及建物分件登記案件；,RPPOMLKLQHKGFJB48DA,72.53,0,6.54,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號五樓之１,24.08,住,,,1130101,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,180.52,3,2,2,有,有,14720000,91020,坡道平面,49.56,2800000,預售屋、或土地及建物分件登記案件；,RPOOMLKLKHKGFJB77DA,78.4,0,7.45,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號十五樓之３,18.42,住,,,1130103,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,120.71,2,2,1,有,有,11200000,104565,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPSOMLLKOHKGFJB58DA,51.55,0,8.28,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號十二樓之６,21.69,住,,,1130101,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,137.92,3,2,2,有,有,13820000,109081,坡道平面,27.36,1760000,預售屋、或土地及建物分件登記案件；,RPVNMLOJOHKGFJB98DA,66.4,0,7.21,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號十一樓之５,23.45,住,,,1130101,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,145.39,3,2,2,有,有,14710000,108871,坡道平面,27.36,1860000,113.10.11權利轉讓總價為新台幣1471萬元整父子預售屋、或土地及建物分件登記案件；,RPXNMLQKOHKGFJB86DA,71.59,0,6.95,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６８號九樓之１,18.18,住,,,1130101,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,120.03,2,2,2,有,有,11530000,106507,坡道平面,27.36,1660000,113.10.4權利轉讓總價為新台幣1153萬元整姊弟預售屋、或土地及建物分件登記案件；,RPSNMLQJOHKGFJB88DA,55.49,0,6.2,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７２號九樓之３,17,住,,,1130113,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,115.92,2,2,1,有,有,11510000,111569,坡道平面,28.62,1770000,預售屋、或土地及建物分件登記案件；,RPVOMLKLOHKGFJB88DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２６５號三樓之２,23.5,住,,,1130122,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,148.33,3,2,2,有,有,14200000,105501,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPROMLTKOHKGFJB66DA,68.9,0,8.98,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號七樓之１,24.08,住,,,1130106,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,155.74,3,2,2,有,有,13950000,93540,坡道平面,24.78,1700000,預售屋、或土地及建物分件登記案件；,RPSOMLKLKHKGFJB18DA,78.4,0,7.45,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號五樓之７,24.45,住,,,1130115,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,157.98,3,2,2,有,有,14550000,96471,坡道平面,24.78,1700000,預售屋、或土地及建物分件登記案件；,RPXOMLQLLHKGFJB76DA,78.7,0,7.91,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７６６號十樓之５,23.45,住,,,1130101,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,146.28,3,2,2,有,有,14530000,108224,坡道平面,27.36,1660000,預售屋、或土地及建物分件登記案件；,RPOOMLRJPHKGFJB78DA,72.53,0,6.54,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號八樓之１,18.42,住,,,1130104,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,122.61,2,2,1,有,有,12000000,110969,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPXOMLLJPHKGFJB09DA,52.46,0,8.66,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號九樓之３,17,住,,,1130107,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.65,2,2,1,有,有,11180000,106771,坡道平面,27.36,1860000,預售屋、或土地及建物分件登記案件；,RPWNMLPKPHKGFJB76DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號十三樓之２,17.15,住,,,1130125,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,113.43,2,2,1,有,有,10780000,107413,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPPPMLQKPHKGFJB98DA,50.81,0,4.39,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號六樓之５,18.42,住,,,1130109,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,121.21,2,2,1,有,有,11250000,104247,坡道平面,27.49,1480000,預售屋、或土地及建物分件登記案件；,RPRPMLQKPHKGFJB56DA,52.28,0,8.66,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號十一樓之１,18.42,住,,,1130118,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,149.14,2,2,1,有,有,13380000,109246,坡道平面,57.42,3360000,預售屋、或土地及建物分件登記案件；,RPVPMLQKPHKGFJB96DA,50.97,0,8.78,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號五樓之２,19.06,住,,,1130108,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,123.79,2,2,1,有,有,12000000,108540,坡道平面,28.71,1680000,預售屋、或土地及建物分件登記案件；,RPTPMLMLPHKGFJB09DA,52.11,0,9.78,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號十樓之３,17,住,,,1130107,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.65,2,2,1,有,有,11230000,107343,坡道平面,27.36,1860000,預售屋、或土地及建物分件登記案件；,RPOOMLKMPHKGFJB38DA,53.08,0,5.05,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７２號二樓之５,23.45,住,,,1130112,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,145.39,3,2,2,有,有,13500000,100313,坡道平面,27.36,1660000,預售屋、或土地及建物分件登記案件；,RPVRMLRJQHKGFJB27DA,71.59,0,6.95,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號十樓之６,21.69,住,,,1130101,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,137.92,3,2,2,有,有,13800000,108900,坡道平面,27.36,1760000,預售屋、或土地及建物分件登記案件；,RPURMLRJQHKGFJB17DA,66.4,0,7.21,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７１號十一樓之１,18.42,住,,,1130116,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,122.61,2,2,1,有,有,11870000,109585,坡道平面,28.71,1580000,預售屋、或土地及建物分件登記案件；,RPOOMLTLQHKGFJB66DA,52.46,0,8.66,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號八樓之１,24.08,住,,,1121201,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,155.74,3,2,2,有,有,13950000,93540,坡道平面,24.78,1700000,預售屋、或土地及建物分件登記案件；,RPROMLKLKHKGFJB08DA,78.4,0,7.45,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號十一樓之２,15.19,住,,,1121203,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,106.95,2,2,1,有,有,10030000,103201,坡道平面,24.78,1550000,預售屋、或土地及建物分件登記案件；,RPOPMLLLKHKGFJB97DA,49.27,0,4.55,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號六樓之６,15.19,住,,,1121203,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,106.94,2,2,1,有,有,10100000,104065,坡道平面,24.78,1550000,預售屋、或土地及建物分件登記案件；,RPVNMLPJLHKGFJB78DA,49.27,0,4.54,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３５號十二樓之６,15.19,住,,,1121202,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,111.37,2,2,1,有,有,10490000,108812,坡道平面,29.21,1550000,預售屋、或土地及建物分件登記案件；,RPXNMLKKLHKGFJB58DA,49.27,0,4.54,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號三樓之２,14.82,住,,,1121229,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,105.13,2,2,1,有,有,10250000,108276,坡道平面,24.78,1550000,預售屋、或土地及建物分件登記案件；,RPUPMLKLLHKGFJB58DA,48.08,0,4.17,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號十三樓之２,14.82,住,,,1121210,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,109.81,2,2,1,有,有,10120000,106658,坡道平面,29.46,1550000,預售屋、或土地及建物分件登記案件；,RPROMLLLLHKGFJB28DA,48.08,0,4.17,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段３３３號十二樓之６,15.19,住,,,1121203,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140123,107.61,2,2,1,有,有,10310000,105759,坡道平面,24.78,1550000,預售屋、或土地及建物分件登記案件；,RPQOMLQLLHKGFJB68DA,49.2,0,4.67,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段２７３號三樓之１,18.42,住,,,1121227,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140321,119.2,2,2,1,有,有,11500000,108167,坡道平面,27.49,1580000,預售屋、或土地及建物分件登記案件；,RPQPMLLKOHKGFJB48DA,50.97,0,8.78,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７０號十一樓之２,23.45,住,,,1121217,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,145.99,3,2,2,有,有,14500000,108236,坡道平面,27.36,1660000,113.10.14權利轉讓總價為新台幣1450萬元整配偶預售屋、或土地及建物分件登記案件；,RPOPMLOJOHKGFJB48DA,72.01,0,6.95,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７２號十二樓之１,17.59,住,,,1121209,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,116.56,2,2,1,有,有,11630000,109529,坡道平面,27.36,1860000,預售屋、或土地及建物分件登記案件；,RPPOMLQKOHKGFJB78DA,54.92,0,4.39,有,,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段７７２號六樓之３,17,住,,,1121209,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140414,114.65,2,2,1,有,有,11430000,109635,坡道平面,27.36,1860000,預售屋、或土地及建物分件登記案件；,RPTOMLQKOHKGFJB56DA,53.08,0,5.05,有,,
